transaction_id,date,customer_id,product_id,qty,unit_price_idr,revenue_idr,channel
T09995,2024-07-12,,P12,5,45000,225000,Takeaway
T09996,2024-07-12,C014,P17,4,12000,48000,Takeaway
T09997,2024-07-12,C005,P15,3,8000,24000,GrabFood
T09998,2024-07-12,C011,P12,3,45000,135000,GrabFood
T09999,2024-07-12,C020,P11,1,12000,12000,Takeaway
T10000,2024-07-12,C019,P15,1,8000,8000,Dine-In
T10001,2024-07-12,C019,P14,2,18000,36000,Takeaway
T10002,2024-07-12,,P14,3,18000,54000,Takeaway
T10003,2024-07-12,C005,P17,1,12000,12000,GoFood
T10004,2024-07-12,C010,P10,1,15000,15000,ShopeeFood
T10005,2024-07-12,C008,P11,2,12000,24000,GoFood
T10006,2024-07-12,,P10,5,15000,75000,Takeaway
T10007,2024-07-12,C012,P14,1,18000,18000,GoFood
T10008,2024-07-12,,P11,3,12000,36000,Dine-In
T10009,2024-07-12,C017,P12,3,45000,135000,GoFood
T10010,2024-07-12,C001,P16,1,9000,9000,GrabFood
T10011,2024-07-12,C003,P13,4,50000,200000,GoFood
T10012,2024-07-12,C020,P14,1,18000,18000,Dine-In
T10013,2024-07-12,C016,P16,3,9000,27000,Takeaway
T10014,2024-07-12,C016,P13,2,50000,100000,GrabFood
T10015,2024-07-12,,P12,3,45000,135000,GrabFood
T10016,2024-07-12,C009,P15,1,8000,8000,Dine-In
T10017,2024-07-12,,P15,6,8000,48000,Dine-In
T10018,2024-07-12,C009,P13,4,50000,200000,GrabFood
T10019,2024-07-12,C008,P12,1,45000,45000,ShopeeFood
T10020,2024-07-12,C010,P17,5,12000,60000,ShopeeFood
T10021,2024-07-12,,P17,1,12000,12000,Dine-In
T10022,2024-07-12,C008,P10,4,15000,60000,GoFood
T10023,2024-07-12,C012,P17,5,12000,60000,Dine-In
T10024,2024-07-12,,P10,2,15000,30000,Dine-In
T10025,2024-07-12,C018,P17,2,12000,24000,GrabFood
T10026,2024-07-12,,P12,6,45000,270000,Dine-In
T10027,2024-07-12,C012,P11,2,12000,24000,GrabFood
T10028,2024-07-12,C017,P10,2,15000,30000,GoFood
T10029,2024-07-12,,P11,2,12000,24000,GrabFood
T10030,2024-07-12,C018,P14,1,18000,18000,Dine-In
T10031,2024-07-12,C009,P12,3,45000,135000,Dine-In
T10032,2024-07-12,,P15,1,8000,8000,Dine-In
T10033,2024-07-12,C004,P14,2,18000,36000,GrabFood
T10034,2024-07-12,C002,P17,1,12000,12000,GrabFood
T10035,2024-07-12,C007,P13,1,50000,50000,GrabFood
T10036,2024-07-12,C003,P10,4,15000,60000,GoFood
T10037,2024-07-12,C008,P17,1,12000,12000,Dine-In
T10038,2024-07-12,C016,P13,1,50000,50000,GrabFood
T10039,2024-07-12,C008,P12,1,45000,45000,GrabFood
T10040,2024-07-12,C005,P10,5,15000,75000,Dine-In
T10041,2024-07-12,C018,P12,2,45000,90000,ShopeeFood
T10042,2024-07-12,,P16,5,9000,45000,Dine-In
T10043,2024-07-12,C017,P14,4,18000,72000,GrabFood
T10044,2024-07-12,C009,P12,2,45000,90000,Takeaway
T10045,2024-07-12,C013,P15,1,8000,8000,GoFood
T10046,2024-07-12,,P11,2,12000,24000,GoFood
T10047,2024-07-12,,P11,1,12000,12000,GoFood
T10048,2024-07-12,C002,P15,1,8000,8000,ShopeeFood
T10049,2024-07-12,C001,P10,1,15000,15000,GrabFood
T10050,2024-07-12,C005,P17,2,12000,24000,Dine-In
T10051,2024-07-12,,P16,1,9000,9000,Takeaway
T10052,2024-07-12,C013,P10,6,15000,90000,GrabFood
T10053,2024-07-12,C019,P15,2,8000,16000,GrabFood
T10054,2024-07-13,,P13,2,50000,100000,GoFood
T10055,2024-07-13,C012,P11,3,12000,36000,GoFood
T10056,2024-07-13,C006,P16,1,9000,9000,Dine-In
T10057,2024-07-13,C007,P11,2,12000,24000,ShopeeFood
T10058,2024-07-13,C004,P17,6,12000,72000,Dine-In
T10059,2024-07-13,C003,P10,3,15000,45000,Dine-In
T10060,2024-07-13,C012,P16,1,9000,9000,Dine-In
T10061,2024-07-13,C006,P17,3,12000,36000,GoFood
T10062,2024-07-13,C006,P12,4,45000,180000,Takeaway
T10063,2024-07-13,,P16,1,9000,9000,GrabFood
T10064,2024-07-13,C003,P14,2,18000,36000,Takeaway
T10065,2024-07-13,C020,P11,1,12000,12000,ShopeeFood
T10066,2024-07-13,C012,P10,1,15000,15000,ShopeeFood
T10067,2024-07-13,,P14,1,18000,18000,Takeaway
T10068,2024-07-13,C013,P14,2,18000,36000,GrabFood
T10069,2024-07-13,,P12,1,45000,45000,GoFood
T10070,2024-07-13,C019,P11,2,12000,24000,Dine-In
T10071,2024-07-13,C006,P15,6,8000,48000,GrabFood
T10072,2024-07-13,C002,P14,3,18000,54000,Takeaway
T10073,2024-07-13,,P16,1,9000,9000,Takeaway
T10074,2024-07-13,C008,P17,2,12000,24000,GoFood
T10075,2024-07-13,C010,P16,1,9000,9000,GrabFood
T10076,2024-07-13,C004,P17,5,12000,60000,Takeaway
T10077,2024-07-13,,P11,1,12000,12000,Dine-In
T10078,2024-07-13,C011,P15,5,8000,40000,Dine-In
T10079,2024-07-13,C009,P10,1,15000,15000,Dine-In
T10080,2024-07-13,,P17,2,12000,24000,GrabFood
T10081,2024-07-13,C017,P16,4,9000,36000,Dine-In
T10082,2024-07-13,,P15,4,8000,32000,GoFood
T10083,2024-07-13,C018,P13,2,50000,100000,Takeaway
T10084,2024-07-13,,P17,2,12000,24000,GrabFood
T10085,2024-07-13,,P14,1,18000,18000,ShopeeFood
T10086,2024-07-13,,P10,3,15000,45000,Dine-In
T10087,2024-07-13,C017,P12,3,45000,135000,Takeaway
T10088,2024-07-13,C002,P17,4,12000,48000,GrabFood
T10089,2024-07-13,C014,P17,2,12000,24000,ShopeeFood
T10090,2024-07-13,,P17,5,12000,60000,Dine-In
T10091,2024-07-13,C013,P11,1,12000,12000,ShopeeFood
T10092,2024-07-13,C020,P14,2,18000,36000,ShopeeFood
T10093,2024-07-13,C003,P12,4,45000,180000,GoFood
T10094,2024-07-13,C015,P12,2,45000,90000,GrabFood
T10095,2024-07-13,,P10,4,15000,60000,GrabFood
T10096,2024-07-13,C007,P15,4,8000,32000,Takeaway
T10097,2024-07-13,C007,P17,2,12000,24000,GrabFood
T10098,2024-07-13,C003,P10,2,15000,30000,Dine-In
T10099,2024-07-13,C014,P10,1,15000,15000,Takeaway
T10100,2024-07-13,C019,P11,2,12000,24000,GrabFood
T10101,2024-07-13,C014,P14,1,18000,18000,GoFood
T10102,2024-07-13,,P10,2,15000,30000,Dine-In
T10103,2024-07-13,,P14,1,18000,18000,GoFood
T10104,2024-07-13,,P13,4,50000,200000,ShopeeFood
T10105,2024-07-13,C017,P17,1,12000,12000,Takeaway
T10106,2024-07-13,C016,P17,2,12000,24000,GrabFood
T10107,2024-07-13,,P13,2,50000,100000,Dine-In
T10108,2024-07-13,,P16,4,9000,36000,Takeaway
T10109,2024-07-13,C002,P12,2,45000,90000,Dine-In
T10110,2024-07-13,C015,P10,6,15000,90000,GoFood
T10111,2024-07-13,C002,P10,1,15000,15000,Dine-In
T10112,2024-07-13,C013,P13,1,50000,50000,Takeaway
T10113,2024-07-13,C001,P11,2,12000,24000,GoFood
T10114,2024-07-13,,P15,3,8000,24000,Dine-In
T10115,2024-07-13,C001,P17,1,12000,12000,ShopeeFood
T10116,2024-07-13,C013,P12,1,45000,45000,GoFood
T10117,2024-07-13,,P13,4,50000,200000,Dine-In
T10118,2024-07-13,C003,P11,4,12000,48000,GrabFood
T10119,2024-07-13,C009,P11,3,12000,36000,GrabFood
T10120,2024-07-13,C015,P11,1,12000,12000,Takeaway
T10121,2024-07-13,C004,P17,4,12000,48000,Takeaway
T10122,2024-07-13,,P14,1,18000,18000,ShopeeFood
T10123,2024-07-13,C005,P16,1,9000,9000,GrabFood
T10124,2024-07-13,C005,P15,1,8000,8000,ShopeeFood
T10125,2024-07-13,C014,P15,2,8000,16000,Takeaway
T10126,2024-07-13,,P11,1,12000,12000,Dine-In
T10127,2024-07-13,C010,P12,4,45000,180000,GrabFood
T10128,2024-07-13,C006,P16,1,9000,9000,GrabFood
T10129,2024-07-13,C017,P12,5,45000,225000,GoFood
T10130,2024-07-13,,P12,5,45000,225000,Takeaway
T10131,2024-07-13,C012,P10,1,15000,15000,GoFood
T10132,2024-07-13,,P15,1,8000,8000,Takeaway
T10133,2024-07-13,C007,P14,3,18000,54000,Dine-In
T10134,2024-07-13,C015,P15,1,8000,8000,GoFood
T10135,2024-07-13,C004,P14,2,18000,36000,GrabFood
T10136,2024-07-13,C013,P13,1,50000,50000,Dine-In
T10137,2024-07-13,C001,P13,2,50000,100000,Dine-In
T10138,2024-07-13,,P16,2,9000,18000,GrabFood
T10139,2024-07-13,C006,P17,1,12000,12000,Dine-In
T10140,2024-07-13,C007,P17,2,12000,24000,GoFood
T10141,2024-07-13,,P10,5,15000,75000,GoFood
T10142,2024-07-13,C013,P13,1,50000,50000,Takeaway
T10143,2024-07-13,C019,P17,3,12000,36000,Takeaway
T10144,2024-07-13,,P12,5,45000,225000,GrabFood
T10145,2024-07-13,C002,P14,4,18000,72000,Takeaway
T10146,2024-07-13,C020,P17,1,12000,12000,Takeaway
T10147,2024-07-13,,P14,6,18000,108000,GoFood
T10148,2024-07-13,,P14,3,18000,54000,Takeaway
T10149,2024-07-13,C015,P17,3,12000,36000,Dine-In
T10150,2024-07-13,C019,P13,1,50000,50000,Dine-In
T10151,2024-07-13,,P12,2,45000,90000,GrabFood
T10152,2024-07-13,,P12,5,45000,225000,GrabFood
T10153,2024-07-13,C018,P16,2,9000,18000,GoFood
T10154,2024-07-13,C020,P12,2,45000,90000,GrabFood
T10155,2024-07-13,C011,P14,6,18000,108000,GoFood
T10156,2024-07-13,C001,P13,4,50000,200000,Dine-In
T10157,2024-07-13,C014,P11,4,12000,48000,Takeaway
T10158,2024-07-13,,P14,2,18000,36000,GoFood
T10159,2024-07-13,C008,P12,6,45000,270000,Takeaway
T10160,2024-07-13,C013,P15,3,8000,24000,Takeaway
T10161,2024-07-13,,P12,6,45000,270000,GoFood
T10162,2024-07-13,,P16,4,9000,36000,GoFood
T10163,2024-07-13,C001,P14,2,18000,36000,ShopeeFood
T10164,2024-07-13,C001,P13,4,50000,200000,Dine-In
T10165,2024-07-13,C013,P13,4,50000,200000,Dine-In
T10166,2024-07-13,C016,P11,5,12000,60000,ShopeeFood
T10167,2024-07-13,,P11,5,12000,60000,Dine-In
T10168,2024-07-13,,P11,2,12000,24000,Dine-In
T10169,2024-07-13,C012,P16,4,9000,36000,Dine-In
T10170,2024-07-13,C012,P14,1,18000,18000,GoFood
T10171,2024-07-14,,P15,1,8000,8000,Takeaway
T10172,2024-07-14,C012,P17,4,12000,48000,GrabFood
T10173,2024-07-14,,P12,1,45000,45000,Dine-In
T10174,2024-07-14,C009,P11,1,12000,12000,Takeaway
T10175,2024-07-14,C008,P10,1,15000,15000,Dine-In
T10176,2024-07-14,C019,P10,3,15000,45000,Takeaway
T10177,2024-07-14,C018,P17,2,12000,24000,Dine-In
T10178,2024-07-14,C006,P12,2,45000,90000,GrabFood
T10179,2024-07-14,C004,P17,2,12000,24000,Dine-In
T10180,2024-07-14,C011,P13,4,50000,200000,GoFood
T10181,2024-07-14,C009,P17,6,12000,72000,GrabFood
T10182,2024-07-14,,P12,2,45000,90000,Dine-In
T10183,2024-07-14,C009,P13,1,50000,50000,GrabFood
T10184,2024-07-14,C007,P11,1,12000,12000,GrabFood
T10185,2024-07-14,C005,P11,2,12000,24000,GoFood
T10186,2024-07-14,,P15,5,8000,40000,Takeaway
T10187,2024-07-14,C018,P14,3,18000,54000,GrabFood
T10188,2024-07-14,C017,P14,2,18000,36000,ShopeeFood
T10189,2024-07-14,C010,P17,4,12000,48000,Takeaway
T10190,2024-07-14,C019,P17,5,12000,60000,GoFood
T10191,2024-07-14,C012,P12,5,45000,225000,GoFood
T10192,2024-07-14,,P10,3,15000,45000,Dine-In
T10193,2024-07-14,C019,P10,1,15000,15000,GoFood
T10194,2024-07-14,,P11,1,12000,12000,GoFood
T10195,2024-07-14,C019,P15,4,8000,32000,GrabFood
T10196,2024-07-14,C020,P10,3,15000,45000,GoFood
T10197,2024-07-14,,P16,5,9000,45000,Takeaway
T10198,2024-07-14,C019,P12,4,45000,180000,Takeaway
T10199,2024-07-14,,P13,5,50000,250000,Dine-In
T10200,2024-07-14,,P12,3,45000,135000,ShopeeFood
T10201,2024-07-14,C012,P15,4,8000,32000,Takeaway
T10202,2024-07-14,,P13,2,50000,100000,GoFood
T10203,2024-07-14,,P13,1,50000,50000,Dine-In
T10204,2024-07-14,,P15,2,8000,16000,GrabFood
T10205,2024-07-14,C004,P11,1,12000,12000,Dine-In
T10206,2024-07-14,C007,P15,1,8000,8000,Takeaway
T10207,2024-07-14,,P13,2,50000,100000,GrabFood
T10208,2024-07-14,C014,P12,1,45000,45000,GoFood
T10209,2024-07-14,C018,P14,1,18000,18000,GoFood
T10210,2024-07-14,C020,P17,5,12000,60000,Dine-In
T10211,2024-07-14,,P11,5,12000,60000,GrabFood
T10212,2024-07-14,,P14,2,18000,36000,ShopeeFood
T10213,2024-07-14,,P15,2,8000,16000,GoFood
T10214,2024-07-14,C007,P16,3,9000,27000,GrabFood
T10215,2024-07-14,C020,P16,1,9000,9000,GoFood
T10216,2024-07-14,C016,P16,3,9000,27000,GoFood
T10217,2024-07-14,C011,P12,4,45000,180000,Dine-In
T10218,2024-07-14,C019,P17,3,12000,36000,Takeaway
T10219,2024-07-14,C020,P15,1,8000,8000,GoFood
T10220,2024-07-14,C013,P12,6,45000,270000,GoFood
T10221,2024-07-14,C019,P14,1,18000,18000,Dine-In
T10222,2024-07-14,C011,P11,5,12000,60000,GoFood
T10223,2024-07-14,C013,P15,1,8000,8000,GrabFood
T10224,2024-07-14,C001,P12,1,45000,45000,GrabFood
T10225,2024-07-14,C012,P16,1,9000,9000,GrabFood
T10226,2024-07-14,C003,P15,4,8000,32000,Takeaway
T10227,2024-07-14,C002,P15,2,8000,16000,GrabFood
T10228,2024-07-14,C015,P13,3,50000,150000,Dine-In
T10229,2024-07-14,C009,P14,2,18000,36000,Takeaway
T10230,2024-07-14,C010,P13,1,50000,50000,GrabFood
T10231,2024-07-14,C010,P17,3,12000,36000,Dine-In
T10232,2024-07-14,,P14,4,18000,72000,GrabFood
T10233,2024-07-14,C004,P15,4,8000,32000,Takeaway
T10234,2024-07-14,,P13,3,50000,150000,Dine-In
T10235,2024-07-14,C011,P13,6,50000,300000,Takeaway
T10236,2024-07-14,C002,P16,2,9000,18000,Dine-In
T10237,2024-07-14,,P15,1,8000,8000,Takeaway
T10238,2024-07-14,C012,P16,1,9000,9000,Dine-In
T10239,2024-07-14,C002,P15,3,8000,24000,Takeaway
T10240,2024-07-14,,P16,2,9000,18000,GrabFood
T10241,2024-07-14,,P12,2,45000,90000,GoFood
T10242,2024-07-14,C006,P11,2,12000,24000,GoFood
T10243,2024-07-14,,P10,3,15000,45000,Dine-In
T10244,2024-07-14,C007,P16,2,9000,18000,Takeaway
T10245,2024-07-14,C003,P16,1,9000,9000,GoFood
T10246,2024-07-14,C004,P12,1,45000,45000,Takeaway
T10247,2024-07-14,C019,P13,2,50000,100000,Dine-In
T10248,2024-07-14,C017,P12,2,45000,90000,GoFood
T10249,2024-07-14,,P13,2,50000,100000,ShopeeFood
T10250,2024-07-14,C014,P17,4,12000,48000,Takeaway
T10251,2024-07-14,,P11,4,12000,48000,GoFood
T10252,2024-07-14,,P15,2,8000,16000,Dine-In
T10253,2024-07-14,C015,P10,6,15000,90000,GoFood
T10254,2024-07-14,C005,P15,3,8000,24000,Takeaway
T10255,2024-07-14,C020,P11,1,12000,12000,Dine-In
T10256,2024-07-14,,P11,5,12000,60000,Takeaway
T10257,2024-07-14,,P16,1,9000,9000,GoFood
T10258,2024-07-14,C020,P17,1,12000,12000,GrabFood
T10259,2024-07-14,C004,P17,5,12000,60000,Dine-In
T10260,2024-07-14,,P12,3,45000,135000,GoFood
T10261,2024-07-14,,P16,4,9000,36000,Takeaway
T10262,2024-07-14,C012,P13,5,50000,250000,Dine-In
T10263,2024-07-14,,P12,1,45000,45000,Takeaway
T10264,2024-07-14,C004,P15,1,8000,8000,GoFood
T10265,2024-07-14,C018,P17,1,12000,12000,GoFood
T10266,2024-07-14,C007,P16,1,9000,9000,Takeaway
T10267,2024-07-14,C007,P13,3,50000,150000,Takeaway
T10268,2024-07-14,C019,P10,3,15000,45000,Takeaway
T10269,2024-07-14,C010,P17,1,12000,12000,Takeaway
T10270,2024-07-14,C005,P15,1,8000,8000,Dine-In
T10271,2024-07-14,,P17,1,12000,12000,GoFood
T10272,2024-07-14,,P11,3,12000,36000,ShopeeFood
T10273,2024-07-14,C002,P17,5,12000,60000,GrabFood
T10274,2024-07-14,,P15,1,8000,8000,Takeaway
T10275,2024-07-14,C012,P13,1,50000,50000,Dine-In
T10276,2024-07-14,C019,P16,1,9000,9000,ShopeeFood
T10277,2024-07-14,,P13,2,50000,100000,Takeaway
T10278,2024-07-14,C006,P17,1,12000,12000,Takeaway
T10279,2024-07-14,C008,P13,2,50000,100000,Takeaway
T10280,2024-07-14,C015,P11,1,12000,12000,GrabFood
T10281,2024-07-15,C014,P17,2,12000,24000,GrabFood
T10282,2024-07-15,,P10,4,15000,60000,GoFood
T10283,2024-07-15,C013,P13,4,50000,200000,Takeaway
T10284,2024-07-15,C004,P17,2,12000,24000,Dine-In
T10285,2024-07-15,C004,P14,1,18000,18000,GrabFood
T10286,2024-07-15,,P11,2,12000,24000,Dine-In
T10287,2024-07-15,,P10,1,15000,15000,Takeaway
T10288,2024-07-15,,P13,1,50000,50000,Dine-In
T10289,2024-07-15,C005,P11,5,12000,60000,GrabFood
T10290,2024-07-15,C014,P10,1,15000,15000,Takeaway
T10291,2024-07-15,,P14,5,18000,90000,Dine-In
T10292,2024-07-15,,P14,2,18000,36000,GoFood
T10293,2024-07-15,C010,P17,2,12000,24000,Takeaway
T10294,2024-07-15,,P17,2,12000,24000,GoFood
T10295,2024-07-15,C020,P17,1,12000,12000,Dine-In
T10296,2024-07-15,C020,P14,2,18000,36000,Dine-In
T10297,2024-07-15,,P16,2,9000,18000,Dine-In
T10298,2024-07-15,C012,P13,2,50000,100000,Dine-In
T10299,2024-07-15,,P13,5,50000,250000,GoFood
T10300,2024-07-15,,P16,2,9000,18000,GoFood
T10301,2024-07-15,C006,P14,1,18000,18000,ShopeeFood
T10302,2024-07-15,C002,P15,1,8000,8000,GrabFood
T10303,2024-07-15,C006,P12,1,45000,45000,Dine-In
T10304,2024-07-15,C004,P17,6,12000,72000,ShopeeFood
T10305,2024-07-15,C019,P13,1,50000,50000,Takeaway
T10306,2024-07-15,C019,P15,2,8000,16000,Takeaway
T10307,2024-07-15,C019,P11,6,12000,72000,Dine-In
T10308,2024-07-15,,P17,1,12000,12000,Dine-In
T10309,2024-07-15,C005,P16,2,9000,18000,GoFood
T10310,2024-07-15,C004,P17,2,12000,24000,ShopeeFood
T10311,2024-07-15,C013,P13,1,50000,50000,GrabFood
T10312,2024-07-15,,P14,3,18000,54000,Dine-In
T10313,2024-07-15,,P13,5,50000,250000,GoFood
T10314,2024-07-15,,P14,2,18000,36000,GoFood
T10315,2024-07-15,,P15,1,8000,8000,Dine-In
T10316,2024-07-15,,P10,1,15000,15000,GoFood
T10317,2024-07-15,,P10,1,15000,15000,Dine-In
T10318,2024-07-15,,P12,1,45000,45000,GoFood
T10319,2024-07-15,C008,P13,2,50000,100000,GrabFood
T10320,2024-07-15,C005,P13,1,50000,50000,Takeaway
T10321,2024-07-15,C017,P14,4,18000,72000,GoFood
T10322,2024-07-15,C003,P17,4,12000,48000,GrabFood
T10323,2024-07-15,,P17,2,12000,24000,GrabFood
T10324,2024-07-15,,P14,3,18000,54000,GoFood
T10325,2024-07-16,C005,P11,1,12000,12000,GoFood
T10326,2024-07-16,C011,P14,8,18000,144000,ShopeeFood
T10327,2024-07-16,,P15,6,8000,48000,GoFood
T10328,2024-07-16,C009,P16,1,9000,9000,GoFood
T10329,2024-07-16,,P14,2,18000,36000,GoFood
T10330,2024-07-16,,P16,3,9000,27000,Takeaway
T10331,2024-07-16,C009,P16,2,9000,18000,Takeaway
T10332,2024-07-16,C018,P10,6,15000,90000,ShopeeFood
T10333,2024-07-16,C007,P16,3,9000,27000,Takeaway
T10334,2024-07-16,C004,P15,3,8000,24000,GoFood
T10335,2024-07-16,C019,P17,1,12000,12000,GoFood
T10336,2024-07-16,C020,P13,4,50000,200000,GrabFood
T10337,2024-07-16,,P17,2,12000,24000,Dine-In
T10338,2024-07-16,C006,P17,2,12000,24000,GoFood
T10339,2024-07-16,,P16,3,9000,27000,Takeaway
T10340,2024-07-16,,P12,2,45000,90000,Takeaway
T10341,2024-07-16,,P13,1,50000,50000,Dine-In
T10342,2024-07-16,,P17,2,12000,24000,Takeaway
T10343,2024-07-16,,P14,2,18000,36000,GrabFood
T10344,2024-07-16,C018,P14,3,18000,54000,Takeaway
T10345,2024-07-16,C009,P14,2,18000,36000,GoFood
T10346,2024-07-16,C019,P13,3,50000,150000,Dine-In
T10347,2024-07-16,,P16,2,9000,18000,GoFood
T10348,2024-07-16,C012,P10,2,15000,30000,Takeaway
T10349,2024-07-16,,P17,2,12000,24000,Takeaway
T10350,2024-07-16,,P17,3,12000,36000,GrabFood
T10351,2024-07-16,C014,P13,1,50000,50000,Takeaway
T10352,2024-07-16,C005,P10,5,15000,75000,Dine-In
T10353,2024-07-16,C009,P15,6,8000,48000,Dine-In
T10354,2024-07-16,C008,P12,2,45000,90000,GoFood
T10355,2024-07-16,C009,P15,3,8000,24000,GrabFood
T10356,2024-07-16,,P15,2,8000,16000,GoFood
T10357,2024-07-16,,P13,1,50000,50000,Dine-In
T10358,2024-07-16,C009,P16,2,9000,18000,GoFood
T10359,2024-07-16,,P16,1,9000,9000,Dine-In
T10360,2024-07-16,C002,P10,2,15000,30000,Dine-In
T10361,2024-07-16,,P15,2,8000,16000,GoFood
T10362,2024-07-16,C019,P16,1,9000,9000,Dine-In
T10363,2024-07-16,C008,P16,2,9000,18000,GrabFood
T10364,2024-07-16,C007,P13,1,50000,50000,GoFood
T10365,2024-07-16,C013,P16,2,9000,18000,GoFood
T10366,2024-07-16,C015,P12,1,45000,45000,Dine-In
T10367,2024-07-16,C013,P16,6,9000,54000,Takeaway
T10368,2024-07-16,C020,P12,1,45000,45000,GrabFood
T10369,2024-07-16,,P13,2,50000,100000,Dine-In
T10370,2024-07-17,C017,P15,1,8000,8000,Dine-In
T10371,2024-07-17,C001,P14,5,18000,90000,GoFood
T10372,2024-07-17,C020,P13,5,50000,250000,GrabFood
T10373,2024-07-17,C005,P10,2,15000,30000,Takeaway
T10374,2024-07-17,C002,P16,1,9000,9000,Takeaway
T10375,2024-07-17,,P17,2,12000,24000,GrabFood
T10376,2024-07-17,C008,P16,6,9000,54000,GrabFood
T10377,2024-07-17,,P17,1,12000,12000,ShopeeFood
T10378,2024-07-17,C009,P10,2,15000,30000,ShopeeFood
T10379,2024-07-17,C016,P13,1,50000,50000,Takeaway
T10380,2024-07-17,C013,P16,1,9000,9000,Dine-In
T10381,2024-07-17,C018,P13,1,50000,50000,GoFood
T10382,2024-07-17,C017,P17,1,12000,12000,GoFood
T10383,2024-07-17,,P11,2,12000,24000,GrabFood
T10384,2024-07-17,C001,P11,1,12000,12000,Takeaway
T10385,2024-07-17,C015,P15,6,8000,48000,Takeaway
T10386,2024-07-17,C005,P13,2,50000,100000,GrabFood
T10387,2024-07-17,C018,P15,1,8000,8000,ShopeeFood
T10388,2024-07-17,C012,P14,4,18000,72000,GoFood
T10389,2024-07-17,C019,P10,1,15000,15000,ShopeeFood
T10390,2024-07-17,C019,P16,2,9000,18000,Dine-In
T10391,2024-07-17,,P14,2,18000,36000,Takeaway
T10392,2024-07-17,C009,P10,5,15000,75000,GoFood
T10393,2024-07-17,C008,P14,2,18000,36000,Takeaway
T10394,2024-07-17,C010,P17,2,12000,24000,ShopeeFood
T10395,2024-07-17,C010,P15,1,8000,8000,GoFood
T10396,2024-07-17,C016,P16,1,9000,9000,GrabFood
T10397,2024-07-17,C005,P17,2,12000,24000,GoFood
T10398,2024-07-17,C003,P14,4,18000,72000,GrabFood
T10399,2024-07-17,C002,P15,5,8000,40000,Dine-In
T10400,2024-07-17,C012,P17,1,12000,12000,GrabFood
T10401,2024-07-17,,P17,4,12000,48000,ShopeeFood
T10402,2024-07-17,C019,P17,3,12000,36000,Dine-In
T10403,2024-07-17,C012,P10,4,15000,60000,Dine-In
T10404,2024-07-17,C004,P16,2,9000,18000,ShopeeFood
T10405,2024-07-17,,P11,1,12000,12000,Dine-In
T10406,2024-07-17,C013,P15,4,8000,32000,GoFood
T10407,2024-07-17,C012,P11,5,12000,60000,ShopeeFood
T10408,2024-07-17,,P13,4,50000,200000,Dine-In
T10409,2024-07-17,C012,P12,4,45000,180000,ShopeeFood
T10410,2024-07-17,C004,P15,1,8000,8000,Takeaway
T10411,2024-07-17,C020,P14,1,18000,18000,GrabFood
T10412,2024-07-17,,P15,3,8000,24000,Takeaway
T10413,2024-07-17,C018,P13,1,50000,50000,Dine-In
T10414,2024-07-17,C002,P16,2,9000,18000,GoFood
T10415,2024-07-17,C014,P15,3,8000,24000,GoFood
T10416,2024-07-17,C007,P11,1,12000,12000,Takeaway
T10417,2024-07-17,C005,P11,3,12000,36000,GoFood
T10418,2024-07-17,,P17,1,12000,12000,GoFood
T10419,2024-07-17,,P11,1,12000,12000,ShopeeFood
T10420,2024-07-17,C017,P16,2,9000,18000,Dine-In
T10421,2024-07-17,C017,P14,1,18000,18000,GoFood
T10422,2024-07-17,C008,P16,1,9000,9000,Dine-In
T10423,2024-07-17,C005,P12,2,45000,90000,Dine-In
T10424,2024-07-17,C002,P15,1,8000,8000,GoFood
T10425,2024-07-17,C005,P13,3,50000,150000,GoFood
T10426,2024-07-17,,P10,1,15000,15000,Takeaway
T10427,2024-07-17,C018,P16,1,9000,9000,Dine-In
T10428,2024-07-17,C008,P14,1,18000,18000,GoFood
T10429,2024-07-17,C003,P16,2,9000,18000,GoFood
T10430,2024-07-17,C002,P12,5,45000,225000,GoFood
T10431,2024-07-17,C017,P15,1,8000,8000,GoFood
T10432,2024-07-17,C001,P15,2,8000,16000,GrabFood
T10433,2024-07-17,C001,P10,4,15000,60000,GoFood
T10434,2024-07-17,C004,P14,1,18000,18000,Takeaway
T10435,2024-07-18,,P12,4,45000,180000,GoFood
T10436,2024-07-18,C013,P13,5,50000,250000,GoFood
T10437,2024-07-18,C012,P16,2,9000,18000,Dine-In
T10438,2024-07-18,,P15,2,8000,16000,GrabFood
T10439,2024-07-18,C016,P15,3,8000,24000,GoFood
T10440,2024-07-18,C008,P13,4,50000,200000,GoFood
T10441,2024-07-18,C005,P14,2,18000,36000,GrabFood
T10442,2024-07-18,C005,P10,3,15000,45000,Dine-In
T10443,2024-07-18,C004,P16,4,9000,36000,Dine-In
T10444,2024-07-18,,P17,2,12000,24000,GoFood
T10445,2024-07-18,C008,P14,1,18000,18000,Dine-In
T10446,2024-07-18,C002,P11,1,12000,12000,Dine-In
T10447,2024-07-18,C016,P16,3,9000,27000,GoFood
T10448,2024-07-18,,P11,3,12000,36000,GrabFood
T10449,2024-07-18,,P10,2,15000,30000,Dine-In
T10450,2024-07-18,C016,P14,2,18000,36000,GoFood
T10451,2024-07-18,C007,P10,1,15000,15000,GrabFood
T10452,2024-07-18,C005,P12,2,45000,90000,GrabFood
T10453,2024-07-18,,P16,1,9000,9000,ShopeeFood
T10454,2024-07-18,C011,P16,10,9000,90000,Dine-In
