transaction_id,date,customer_id,product_id,qty,unit_price,revenue,channel
T20745,2025-01-26,C011,P10,4,15000,60000,GrabFood
T08952,25-06-2024,N/A,P13,3,50000,,Dine-In
T11368,2024-08-01,C002,P14,2,18000,36000,Grab Food
T26862,27/05/2025,C017,P10,5,15000,75000,gofood
T17084,23-11-2024,,P13,2,50000,100000,Grab Food
T09652,07-07-2024,C012,P17,1,12000,12000,GoFood
T26006,11-05-2025,C011,P11,7,12000,84000,takeaway 
T02606,2024-02-27,C016,P16,4,9000,36000,Dine In 
T01590,06-Feb-2024,C012,P13,1,50000,50000,GOFOOD
T18446,14-12-2024,C008,P16,5,9000,45000,GrabFood
T27076,2025-05-31,C011,P10,4,15000,60000,Dine In 
T18715,2024-12-18,C010,P15,1,8000,8000,GOFOOD
T20030,10-Jan-2025,C002,P12,5,45000,225000,GOFOOD
T32956,07/09/2025,C004,P12,2,45000,90000,Take Away
T14157,2024-09-27,C008,P16,2,Rp 9.000,18000,gofood
T39357,30/12/2025,N/A,P14,2,18000,36000,DINE IN
T07263,30-05-2024,C011,P11,8,12000,96000,Grab Food
T30837,28-07-2025,C008,P16,2,9000,18000,Dine In 
T37258,01-12-2025,,P17,1,12000,,GoFood
T14361,30-Sep-2024,,P11,4,12000,48000,gofood
T18283,13-Dec-2024,C008,P10,4,15000,60000,Take Away
T02980,05/03/2024,C010,P10,2,15000,30000,Shopee Food
T13349,2024-09-09,C004,P14,2,18000,36000,dine-in
T21618,13/02/2025,C019,P11,2,12000,24000,dine-in
T33162,12/09/2025,-,P14,3,18000,54000,Take Away
T34759,2025-10-12,C014,P12,1,45000,45000,Go-Food
T28180,18-06-2025,C017,P17,6,12000,72000,takeaway 
T08990,26/06/2024,C006,P10,1,15000,,GRABFOOD
T33133,2025-09-12,C009,P13,1,50000,50000,Take Away
T13697,16-Sep-2024,C001,P15,2,8000,16000,Take Away
T12137,17-Aug-2024,N/A,P11,2,12000,24000,GoFood
T32450,29/08/2025,C007,P10,1,15000,,Dine In 
T26238,15/05/2025,C019,P15,2,8000,16000,dine-in
T26911,28/05/2025,C006,P14,2,18000,36000,ShopeeFood
T23059,15/03/2025,,P11,2,12000,24000,gofood
T18778,19-12-2024,,P17,2,12000,24000,Go-Food
T10610,20/07/2024,C004,P17,1,12000,12000,Take Away
T16603,14-Nov-2024,C001,P15,2,8000,16000,dine-in
T01104,2024-01-27,C008,P16,2,9000,18000,dine-in
T37193,30/11/2025,C008,P15,2,Rp 8.000,16000,DINE IN
T02223,2024-02-19,C002,P15,1,8000,8000,ShopeeFood
T21322,08-Feb-2025,-,P17,1,12000,12000,gofood
T13720,16-09-2024,C006,P15,2,8000,16000,GoFood
T11751,2024-08-08,c003,P12,2,45000,90000,dine-in
T19435,28-Dec-2024,-,P12,2,45000,90000,Dine-In
T28397,21/06/2025,,P16,1,9000,9000,Go-Food
T37032,28/11/2025,C020,P10,3,Rp 15.000,45000,Grab Food
T05384,22/04/2024,C019,P10,1,15000,15000,GRABFOOD
T38627,20-Dec-2025,C008,P11,1,12000,12000,TAKEAWAY
T16088,03-Nov-2024,-,P14,5,18000,90000,ShopeeFood
T34194,02-Oct-2025,C014,P14,2,18000,36000,Take Away
T18869,21-Dec-2024,C005,P11,1,12000,12000,Go-Food
T15039,13-Oct-2024,N/A,P15,2,Rp 8.000,16000,gofood
T01211,2024-01-30,C016,P17,4,12000,48000,GrabFood
T08013,10/06/2024,C005,P12,2,45000,90000,GRABFOOD
T29007,2025-06-30,C014,P12,3,45000,135000,DINE IN
T31800,16-Aug-2025,C013,P11,1,Rp 12.000,,gofood
T22440,2025-03-02,C015,P10,1,15000,15000,GoFood
T14984,12-Oct-2024,C013,P14,3,18000,54000,ShopeeFood
T37403,04-Dec-2025,C017,P13,3,50000,150000,Grab Food
T04603,2024-04-07,N/A,P17,2,12000,24000,gofood
T27524,2025-06-07,C009,P12,1,45000,45000,gofood
T00422,11/01/2024,,P10,2,15000,30000,GOFOOD
T22616,2025-03-06,C002,P13,3,Rp 50.000,150000,Takeaway
T09963,11-Jul-2024,C001,P14,2,18000,36000,GRABFOOD
T14955,12-Oct-2024,C005,P11,1,12000,12000,Dine In 
T21379,08-02-2025,C019,P17,6 pcs,12000,72000,SHOPEEFOOD
T30670,26-Jul-2025,C013,P12,6,45000,270000,GRABFOOD
T12882,2024-08-31,,P12,3,45000,135000,Dine In 
T29322,05-07-2025,C010,P11,2,Rp 12.000,24000,Take Away
T22207,26-Feb-2025,C011,P14,7,18000,126000,gofood
T29508,2025-07-08,,P11,3,12000,36000,ShopeeFood
T37828,09-12-2025,C019,P13,3,50000,150000,GOFOOD
T30384,21/07/2025,,P17,4,Rp 12.000,48000,gofood
T05067,16-04-2024,C008,P15,3,8000,,Takeaway
T37948,11-Dec-2025,,P16,1,9000,9000,Dine In 
T37091,2025-11-29,C010,P14,6,18000,108000,Go-Food
T00612,15/01/2024,N/A,P13,4,Rp 50.000,200000,Shopee Food
T35115,20/10/2025,,P15,1,Rp 8.000,8000,TAKEAWAY
T37090,29-11-2025,C002,P14,1,18000,18000,GoFood
T08006,09/06/2024,C011,P16,4,9000,36000,DINE IN
T07725,06-06-2024,C006,P14,1,18000,18000,GOFOOD
T36471,16-11-2025,C019,P17,1,12000,12000,SHOPEEFOOD
T18656,2024-12-17,C017,P10,1 pcs,15000,15000,Grab Food
T38175,14/12/2025,C020,P17,1,12000,12000,Go-Food
T07702,05-06-2024,,P13,1,50000,50000,Dine In 
T22580,05-Mar-2025,C008,P11,2,12000,24000,DINE IN
T25533,02-05-2025,C007,P17,3,12000,36000,DINE IN
T33082,10/09/2025,C006,P16,4,9000,36000,Grab Food
T21663,14-Feb-2025,C002,P14,1,18000,18000,Take Away
T10449,18-Jul-2024,-,P10,2,15000,30000,Dine-In
T30551,2025-07-25,C004,P16,1,9000,9000,Grab Food
T17030,23-Nov-2024,C019,P10,1,15000,15000,GoFood
T33216,13-Sep-2025,,P12,2,45000,90000,SHOPEEFOOD
T25881,09/05/2025,C006,P17,3,12000,36000,dine-in
T21201,04-Feb-2025,C005,P10,1,15000,,Takeaway
T30031,2025-07-17,C003,P10,3,15000,45000,Go-Food
T22414,02/03/2025,C017,P17,4,12000,48000,TAKEAWAY
T09394,02-07-2024,C006,P11,6,12000,72000,dine-in
T01876,12-Feb-2024,N/A,P16,3,9000,27000,SHOPEEFOOD
T37809,09/12/2025,C020,P14,5,18000,90000,DINE IN
T20756,2025-01-26,C002,P16,2,9000,18000,Grab Food
T27915,14-Jun-2025,N/A,P10,1,Rp 15.000,15000,Go-Food
T17887,07/12/2024,C015,P13,2,50000,100000,Dine In 
T33906,27/09/2025,,P17,1,12000,12000,GoFood
T31045,01/08/2025,C010,P16,6,9000,54000,GRABFOOD
T11850,2024-08-10,,P11,2,12000,24000,gofood
T04747,2024-04-10,C009,P15,1,8000,8000,GoFood
T34571,10-Oct-2025,-,P12,3,45000,135000,ShopeeFood
T02250,2024-02-20,C013,P11,4,12000,48000,dine-in
T08483,17-06-2024,C013,P16,1,9000,9000,Grab Food
T03553,17-03-2024,C008,P13,2,50000,100000,DINE IN
T04666,2024-04-08,C009,P10,4,15000,60000,Dine-In
T24674,15/04/2025,C005,P15,2,8000,16000,GOFOOD
T01781,10/02/2024,C014,P16,4,9000,36000,Takeaway
T08621,20/06/2024,,P15,2 pcs,8000,16000,Dine In 
T14818,09-Oct-2024,C003,P16,1,9000,9000,dine-in
T35193,23-10-2025,C020,P11,3,12000,36000,GRABFOOD
T00919,2024-01-22,C005,P17,1,12000,12000,TAKEAWAY
T23267,19-03-2025,C014,P17,1,12000,12000,Grab Food
T14428,01-Oct-2024,C015,P13,2,50000,100000,ShopeeFood
T19223,25-12-2024,C020,P17,2,12000,24000,gofood
T32283,2025-08-25,N/A,P16,2,9000,18000,Go-Food
T10740,2024-07-22,C019,P15,2,8000,16000,GRABFOOD
T05803,01-May-2024,C017,P12,2,45000,90000,GOFOOD
T31305,06-Aug-2025,,P15,2,8000,16000,Go-Food
T37803,09-12-2025,N/A,P14,1,18000,18000,GrabFood
T35000,2025-10-18,-,P16,2,9000,18000,Shopee Food
T14962,12-Oct-2024,,P11,1,12000,12000,GoFood
T00698,2024-01-18,C006,P10,1,15000,,Go-Food
T00412,10-Jan-2024,C002,P13,1,50000,50000,Takeaway
T16450,10-Nov-2024,C003,P13,1 pcs,50000,50000,Go-Food
T01583,2024-02-06,C013,P15,4,8000,32000,DINE IN
T00319,2024-01-08,N/A,P14,4,18000,72000,GRABFOOD
T32379,27/08/2025,,P15,3,8000,24000,Grab Food
T29786,13-07-2025,c017,P10,6,15000,90000,GOFOOD
T08128,2024-06-12,C009,P17,3,12000,36000,dine-in
T20125,11/01/2025,C006,P16,1,Rp 9.000,9000,Dine-In
T02092,2024-02-17,,P17,2,12000,24000,Takeaway
T32113,22/08/2025,C004,P17,1,12000,12000,dine-in
T12692,2024-08-27,C015,P15,4,8000,32000,Shopee Food
T25189,2025-04-26,-,P16,1,9000,9000,SHOPEEFOOD
T11992,13-Aug-2024,C020,P11,1,12000,12000,GrabFood
T30390,21/07/2025,C006,P11,1,12000,12000,SHOPEEFOOD
T38429,2025-12-18,,P12,2,45000,90000,Shopee Food
T33542,20-Sep-2025,C001,P16,2,9000,18000,takeaway 
T05324,2024-04-21,N/A,P15,1,8000,8000,GOFOOD
T11988,2024-08-13,-,P17,4,Rp 12.000,48000,Take Away
T24542,12-04-2025,,P16,1,Rp 9.000,9000,gofood
T12448,23-08-2024,,P15,1,8000,8000,DINE IN
T00547,2024-01-14,C010,P10,4,15000,60000,DINE IN
T02963,2024-03-05,-,P15,2,8000,16000,GRABFOOD
T11436,02-Aug-2024,N/A,P13,1,50000,50000,Go-Food
T30233,2025-07-20,N/A,P17,1,12000,12000,Dine-In
T37820,09/12/2025,-,P13,5,50000,250000,SHOPEEFOOD
T22508,03/03/2025,-,P11,1,12000,12000,Grab Food
T19609,30/12/2024,C014,P10,3,15000,45000,GoFood
T19987,08/01/2025,c017,P12,1,45000,45000,Take Away
T14943,2024-10-12,C018,P15,1,8000,8000,Shopee Food
T23029,15-Mar-2025,C015,P16,2,9000,18000,DINE IN
T16933,20-Nov-2024,N/A,P15,1 pcs,8000,8000,GrabFood
T34304,04/10/2025,C018,P13,1,50000,50000,Takeaway
T11052,2024-07-27,C006,P11,3,Rp 12.000,36000,Go-Food
T12155,17-08-2024,,P16,2,9000,18000,Dine-In
T00774,20-Jan-2024,C002,P12,3,Rp 45.000,135000,takeaway 
T30290,2025-07-20,-,P13,1 pcs,Rp 50.000,50000,Shopee Food
T37975,12-12-2025,,P15,1 pcs,8000,8000,Dine-In
T01432,04-02-2024,C019,P16,4,9000,36000,Grab Food
T15366,20-10-2024,,P13,4,50000,200000,Dine-In
T17660,03-12-2024,,P10,2,15000,30000,GOFOOD
T27716,2025-06-10,,P15,3 pcs,8000,24000,TAKEAWAY
T04716,09-04-2024,,P16,2,9000,18000,Shopee Food
T38776,22/12/2025,C011,P15,5,8000,40000,GoFood
T10558,2024-07-20,C006,P15,3,8000,24000,takeaway 
T30192,19-Jul-2025,C005,P15,4,8000,32000,gofood
T00530,13/01/2024,,P17,3,12000,36000,GRABFOOD
T03154,09-Mar-2024,C010,P14,3,18000,54000,Take Away
T26703,2025-05-24,C018,P15,1,8000,,GoFood
T21019,01-02-2025,C014,P11,1,12000,12000,GoFood
T10212,14-07-2024,-,P14,2,18000,36000,ShopeeFood
T36508,16-Nov-2025,C014,P11,3,12000,36000,GoFood
T23522,2025-03-23,C008,P14,3,18000,54000,GRABFOOD
T25170,25-Apr-2025,C016,P11,1,12000,12000,TAKEAWAY
T34063,29-09-2025,N/A,P15,3,8000,24000,takeaway 
T03730,21-Mar-2024,,P14,3,18000,54000,SHOPEEFOOD
T02949,04-Mar-2024,C017,P15,1,8000,8000,DINE IN
T02407,24/02/2024,C014,P17,4,Rp 12.000,48000,SHOPEEFOOD
T28854,2025-06-28,C004,P12,3,45000,,GrabFood
T29529,09-Jul-2025,C018,P14,2,18000,36000,Shopee Food
T15760,27/10/2024,C014,P10,1,15000,15000,GoFood
T23419,2025-03-22,C019,P14,5,18000,90000,GoFood
T08372,16-Jun-2024,C011,P15,5,8000,40000,Takeaway
T03324,13-03-2024,C019,P14,2,18000,36000,Takeaway
T12500,24-Aug-2024,C008,P10,2 pcs,15000,30000,Grab Food
T19926,06-01-2025,C011,P14,4,18000,72000,Shopee Food
T07655,2024-06-04,C014,P14,4,18000,72000,gofood
T38791,22-Dec-2025,C015,P12,2,Rp 45.000,90000,GOFOOD
T13126,06/09/2024,N/A,P15,6,8000,48000,gofood
T36534,17/11/2025,C014,P15,2,8000,16000,takeaway 
T06234,09/05/2024,C009,P15,2,8000,16000,Takeaway
T15401,20-10-2024,-,P12,1,45000,45000,Take Away
T23219,18-Mar-2025,-,P15,4,Rp 8.000,32000,Dine-In
T36473,16/11/2025,C018,P14,3,18000,54000,GOFOOD
T00822,2024-01-20,C011,P17,4,12000,48000,Shopee Food
T01946,2024-02-14,-,P10,1,15000,15000,Take Away
T02801,2024-03-02,C014,P15,1,8000,8000,GRABFOOD
T00333,08-01-2024,N/A,P14,3,18000,54000,Takeaway
T29634,2025-07-11,C014,P17,2 pcs,Rp 12.000,24000,Shopee Food
T35202,23-Oct-2025,,P16,4,Rp 9.000,36000,GOFOOD
T10966,26-Jul-2024,C009,P14,4,18000,72000,SHOPEEFOOD
T17993,08/12/2024,C005,P16,2,9000,18000,GOFOOD
T21636,13/02/2025,C007,P11,3,Rp 12.000,36000,Dine In 
T18978,22/12/2024,C003,P12,3,45000,135000,TAKEAWAY
T23253,18-Mar-2025,C009,P12,1 pcs,45000,45000,takeaway 
T02294,21-02-2024,N/A,P13,5,50000,250000,GRABFOOD
T15377,2024-10-20,N/A,P12,5,45000,225000,GrabFood
T18979,22-12-2024,N/A,P15,1,8000,8000,Shopee Food
T30971,30-Jul-2025,C003,P12,2,45000,90000,Dine In 
T05675,28-04-2024,C013,P10,3,15000,45000,GOFOOD
T02410,24-02-2024,N/A,P16,4,9000,36000,DINE IN
T35771,2025-11-02,C015,P16,1 pcs,9000,9000,SHOPEEFOOD
T25421,29-04-2025,C017,P15,4,8000,32000,Dine In 
T38561,20/12/2025,C013,P14,1,18000,,Dine-In
T10548,2024-07-20,C007,P10,3,15000,45000,GRABFOOD
T29523,09-Jul-2025,-,P13,5,50000,250000,DINE IN
T14577,05-10-2024,C009,P15,3,8000,24000,dine-in
T36733,21-11-2025,C011,P15,7 pcs,8000,56000,Go-Food
T26234,2025-05-15,-,P13,1,50000,50000,GOFOOD
T21577,2025-02-12,C014,P14,2,18000,36000,Takeaway
T12034,14-08-2024,C002,P10,3,15000,45000,Dine-In
T13195,07-Sep-2024,,P13,2,50000,100000,Go-Food
T27341,04-06-2025,-,P14,2,18000,36000,TAKEAWAY
T18907,21-Dec-2024,C016,P13,1,50000,50000,Take Away
T06795,19-May-2024,c012,P12,2,45000,90000,DINE IN
T27993,15-06-2025,,P12,2,45000,90000,Shopee Food
T17237,2024-11-25,C005,P15,2 pcs,Rp 8.000,16000,Dine In 
T24178,2025-04-06,C002,P15,5,Rp 8.000,40000,GoFood
T20772,26/01/2025,C020,P17,3,12000,36000,DINE IN
T22919,2025-03-12,N/A,P13,3,50000,150000,dine-in
T38603,20-12-2025,C014,P11,5,12000,60000,dine-in
T24620,13-Apr-2025,,P15,2,8000,16000,DINE IN
T30948,30-Jul-2025,C014,P13,2,50000,100000,GRABFOOD
T36861,23-Nov-2025,C010,P14,2,18000,36000,ShopeeFood
T03328,13/03/2024,C008,P10,1,15000,,gofood
T06551,15-05-2024,C016,P17,2,12000,24000,gofood
T09263,29-Jun-2024,,P16,4,9000,36000,SHOPEEFOOD
T21063,02/02/2025,C018,P12,3,45000,135000,dine-in
T16179,05-Nov-2024,C001,P17,4,12000,48000,DINE IN
T38436,2025-12-18,C005,P16,2,Rp 9.000,18000,GRABFOOD
T35908,05/11/2025,,P16,6,9000,54000,Dine-In
T31698,13/08/2025,C015,P15,2,8000,16000,GOFOOD
T25685,04-05-2025,C018,P17,1,12000,12000,ShopeeFood
T20867,28-Jan-2025,-,P16,1,9000,9000,GoFood
T02862,03/03/2024,C007,P16,1,9000,9000,Dine-In
T37559,2025-12-06,,P15,2,8000,16000,GRABFOOD
T25886,2025-05-09,C006,P10,2,15000,30000,Go-Food
T34430,06-10-2025,C008,P15,1,8000,8000,DINE IN
T31802,16-08-2025,C006,P13,5,50000,250000,GrabFood
T10019,12/07/2024,C008,P12,1,45000,45000,Shopee Food
T04889,13-Apr-2024,C011,P10,5,15000,75000,TAKEAWAY
T25259,26/04/2025,,P16,2,Rp 9.000,18000,Go-Food
T28951,29-Jun-2025,C018,P12,1 pcs,45000,45000,Grab Food
T36859,23/11/2025,C007,P10,1,15000,15000,GRABFOOD
T30958,30/07/2025,C004,P17,3,12000,36000,gofood
T00257,2024-01-07,C008,P11,2,12000,24000,GrabFood
T05219,20-04-2024,N/A,P13,1,50000,50000,Grab Food
T07331,01/06/2024,C015,P12,4 pcs,45000,180000,Dine-In
T16214,2024-11-06,C011,P15,3,Rp 8.000,24000,Go-Food
T32757,03-09-2025,C002,P15,6,8000,48000,takeaway 
T06636,17-05-2024,C015,P12,4 pcs,Rp 45.000,180000,GOFOOD
T18073,09-12-2024,C002,P11,1,12000,12000,GrabFood
T39409,31-Dec-2025,,P14,1,18000,18000,dine-in
T18916,2024-12-21,C002,P13,2,50000,100000,DINE IN
T34941,2025-10-18,C002,P16,2,9000,18000,SHOPEEFOOD
T11904,11-08-2024,C008,P13,4,50000,200000,Take Away
T08179,13-Jun-2024,C009,P12,3,45000,135000,Dine-In
T28725,26-Jun-2025,,P16,2,9000,18000,TAKEAWAY
T07897,08-Jun-2024,C005,P15,1,8000,8000,Dine-In
T38474,19-12-2025,-,P13,3,50000,150000,Take Away
T34916,17-Oct-2025,C015,P16,2 pcs,9000,18000,dine-in
T35607,31-Oct-2025,,P11,2,12000,24000,Grab Food
T24808,18-04-2025,C019,P17,1,12000,12000,GoFood
T14007,23-09-2024,C005,P16,2,Rp 9.000,18000,GrabFood
T04698,2024-04-09,C019,P17,1,12000,12000,Dine-In
T21900,2025-02-18,-,P16,1,9000,9000,GRABFOOD
T25471,2025-05-01,C013,P10,2,15000,30000,Dine In 
T34208,03-10-2025,C007,P11,2,12000,24000,takeaway 
T26609,22-May-2025,,P14,1,18000,18000,GRABFOOD
T34069,29-09-2025,-,P13,1,50000,50000,takeaway 
T17893,07/12/2024,C013,P10,2,15000,30000,takeaway 
T19998,2025-01-09,C006,P13,3,50000,150000,GOFOOD
T13205,07/09/2024,C010,P13,2,50000,100000,GRABFOOD
T16012,2024-11-02,,P10,2,15000,30000,Grab Food
T06539,15-May-2024,,P14,1,18000,18000,takeaway 
T19181,25-Dec-2024,,P10,1,15000,15000,Dine In 
T32556,2025-08-31,C003,P15,3,8000,24000,Dine-In
T16290,08-Nov-2024,C014,P13,2,50000,100000,gofood
T20266,15-01-2025,C020,P17,4,12000,48000,DINE IN
T05221,20-04-2024,-,P16,1,9000,9000,dine-in
T31572,10-08-2025,C020,P17,1,12000,12000,Take Away
T13883,21/09/2024,C001,P11,2,12000,24000,gofood
T30047,17-07-2025,C019,P12,3,Rp 45.000,135000,Takeaway
T01609,2024-02-07,-,P14,3,18000,54000,Grab Food
T20357,2025-01-17,C014,P14,1,Rp 18.000,18000,Dine In 
T15823,2024-10-29,-,P10,3,15000,45000,Dine In 
T07967,09-06-2024,C020,P17,1,12000,12000,Shopee Food
T10991,2024-07-27,C012,P15,1,8000,8000,Dine-In
T10377,17-Jul-2024,N/A,P17,1,Rp 12.000,12000,ShopeeFood
T13792,18-Sep-2024,C014,P16,3,Rp 9.000,27000,DINE IN
T03027,2024-03-06,,P11,6,12000,72000,GrabFood
T29541,09-Jul-2025,C004,P16,1,Rp 9.000,9000,GoFood
T11851,10-08-2024,,P11,3,12000,36000,Dine In 
T06940,23/05/2024,-,P17,2,12000,24000,SHOPEEFOOD
T25518,02/05/2025,C018,P12,4,Rp 45.000,180000,takeaway 
T11971,13-08-2024,C013,P12,1,45000,45000,Shopee Food
T34852,2025-10-15,C005,P16,4,9000,36000,gofood
T08025,10/06/2024,C003,P14,3 pcs,18000,54000,gofood
T27929,2025-06-14,,P16,5,9000,45000,Shopee Food
T07628,04/06/2024,C011,P11,4,12000,48000,GrabFood
T10183,2024-07-14,C009,P13,1,50000,50000,GrabFood
T19232,26/12/2024,C015,P12,3,45000,135000,Go-Food
T14389,30-Sep-2024,C016,P15,3,8000,24000,Dine-In
T16451,2024-11-11,C013,P13,3,50000,150000,GRABFOOD
T07643,04-06-2024,C018,P10,4,15000,60000,Dine In 
T14674,06/10/2024,C002,P15,1,8000,8000,GrabFood
T10812,23/07/2024,,P17,5,12000,60000,Go-Food
T37578,06-12-2025,N/A,P13,1,50000,50000,Take Away
T35324,25/10/2025,N/A,P16,1,9000,9000,GRABFOOD
T21814,16-Feb-2025,C016,P11,1,12000,12000,GRABFOOD
T06208,09-May-2024,,P13,1,50000,50000,Dine In 
T30183,19-Jul-2025,C007,P15,2,8000,16000,GoFood
T21750,16-Feb-2025,C012,P16,2,9000,18000,ShopeeFood
T04718,09/04/2024,C005,P17,3,12000,36000,TAKEAWAY
T33320,14-09-2025,-,P13,2,Rp 50.000,100000,GRABFOOD
T37556,2025-12-06,C005,P13,5,50000,,DINE IN
T08851,23/06/2024,C010,P12,2,45000,90000,gofood
T04999,14-04-2024,C018,P13,1,50000,50000,ShopeeFood
T34590,10-10-2025,,P14,5,18000,90000,Grab Food
T38736,21-12-2025,N/A,P11,1,12000,12000,Dine-In
T32547,30-08-2025,C009,P14,4,18000,72000,DINE IN
T24104,05/04/2025,C010,P14,3,18000,54000,SHOPEEFOOD
T14399,01/10/2024,C016,P10,2,15000,30000,takeaway 
T15006,13/10/2024,C009,P17,3,Rp 12.000,36000,Go-Food
T22846,10/03/2025,C007,P15,1 pcs,8000,8000,Shopee Food
T35051,19-10-2025,C014,P15,1,Rp 8.000,8000,Takeaway
T09699,07/07/2024,,P15,1,8000,8000,Takeaway
T08694,22-Jun-2024,C007,P13,1,50000,50000,GOFOOD
T07571,03/06/2024,,P12,2,45000,90000,Shopee Food
T15792,2024-10-28,,P13,1,50000,50000,takeaway 
T22224,26/02/2025,C012,P12,3,45000,135000,Shopee Food
T01692,09/02/2024,,P16,5,9000,45000,Dine In 
T28307,20/06/2025,C015,P16,1,9000,9000,Grab Food
T28833,2025-06-28,N/A,P14,3,Rp 18.000,54000,GoFood
T17668,03-Dec-2024,C013,P17,2,12000,24000,GrabFood
T04881,2024-04-13,C002,P12,1,45000,45000,dine-in
T27108,01-Jun-2025,C015,P17,2,12000,24000,takeaway 
T13218,07-Sep-2024,N/A,P13,3,50000,150000,GrabFood
T28308,20-Jun-2025,C006,P14,1,Rp 18.000,18000,DINE IN
T28469,22/06/2025,C018,P17,3,12000,36000,takeaway 
T07206,28-05-2024,C010,P16,2,9000,18000,GrabFood
T37749,07/12/2025,C011,P15,4,8000,32000,dine-in
T12522,24/08/2024,C015,P17,2,12000,24000,gofood
T08045,10-06-2024,C020,P16,2,9000,18000,TAKEAWAY
T28474,2025-06-22,C020,P16,4,9000,36000,Dine-In
T38253,2025-12-15,C004,P10,2 pcs,15000,30000,GOFOOD
T22977,2025-03-13,C013,P13,1,50000,50000,GRABFOOD
T33477,2025-09-18,,P12,1,45000,45000,Go-Food
T01831,11/02/2024,C008,P10,2,15000,30000,Dine In 
T19114,24/12/2024,C017,P12,4,45000,180000,GRABFOOD
T09066,27-Jun-2024,C017,P17,1,12000,12000,GOFOOD
T28127,17/06/2025,C003,P11,1,12000,12000,GrabFood
T16127,2024-11-04,C009,P11,2,12000,24000,GOFOOD
T20576,22-01-2025,,P11,1,12000,12000,GoFood
T11433,02/08/2024,C003,P14,1,18000,18000,GOFOOD
T27300,2025-06-03,C013,P13,4,50000,200000,GrabFood
T32399,28-Aug-2025,C008,P13,1,Rp 50.000,50000,Dine-In
T29256,05/07/2025,C019,P11,6,Rp 12.000,,gofood
T08202,2024-06-13,C020,P17,5,12000,60000,Dine In 
T33925,27-09-2025,C005,P17,1,12000,12000,gofood
T10653,21/07/2024,C007,P15,2,8000,16000,DINE IN
T37936,11-Dec-2025,C020,P17,1,12000,12000,Go-Food
T04735,10-Apr-2024,C010,P10,4,15000,60000,Grab Food
T23154,2025-03-16,c015,P17,3,12000,36000,GOFOOD
T30234,2025-07-20,-,P15,1,8000,8000,GRABFOOD
T09163,2024-06-29,C006,P17,2,12000,24000,DINE IN
T23728,28-Mar-2025,-,P12,5,45000,225000,takeaway 
T11074,27-Jul-2024,C017,P16,1,9000,9000,Grab Food
T09440,03/07/2024,C013,P15,2,8000,16000,Shopee Food
T35546,2025-10-29,,P10,4,15000,60000,Go-Food
T01161,29/01/2024,,P11,5,12000,60000,Dine In 
T27929,2025-06-14,,P16,5,9000,45000,Shopee Food
T26004,11-05-2025,C009,P13,3,Rp 50.000,150000,DINE IN
T33674,21-09-2025,c018,P14,2,18000,36000,GRABFOOD
T14320,29-Sep-2024,C020,P14,1,18000,18000,takeaway 
T00339,08-01-2024,C004,P12,3,Rp 45.000,135000,TAKEAWAY
T00391,10-Jan-2024,C010,P14,3,18000,54000,TAKEAWAY
T18316,2024-12-13,C008,P15,2,8000,16000,Dine In 
T04381,02-04-2024,C005,P10,2,15000,30000,TAKEAWAY
T19770,03-Jan-2025,-,P11,3,12000,36000,dine-in
T30258,20/07/2025,C011,P12,5,45000,225000,dine-in
T07611,04-06-2024,,P12,2,45000,90000,GOFOOD
T36375,2025-11-15,C019,P11,1,12000,12000,ShopeeFood
T29782,13/07/2025,,P16,2,9000,18000,GOFOOD
T04600,07/04/2024,c019,P13,3,50000,150000,Shopee Food
T15024,13-10-2024,C001,P13,4,50000,200000,Shopee Food
T15795,28-Oct-2024,C001,P16,2,9000,18000,TAKEAWAY
T01514,05-Feb-2024,C016,P10,5,15000,75000,gofood
T35835,2025-11-04,,P17,4,12000,48000,Dine In 
T06040,05-May-2024,-,P10,5,Rp 15.000,75000,Dine-In
T32589,2025-08-31,C007,P11,1,12000,12000,dine-in
T29991,16/07/2025,C015,P12,1,45000,45000,Grab Food
T32107,22-Aug-2025,,P13,1,50000,50000,Take Away
T30186,19/07/2025,c013,P12,3,45000,135000,dine-in
T30335,20-07-2025,,P10,1,15000,15000,Dine-In
T35341,26-Oct-2025,C019,P12,2,Rp 45.000,90000,gofood
T17469,01-Dec-2024,C016,P14,3,18000,54000,Dine In 
T06198,08-May-2024,C020,P15,2,8000,16000,GrabFood
T23078,15/03/2025,C009,P13,1,50000,50000,DINE IN
T30883,2025-07-29,,P13,5,50000,250000,GRABFOOD
T02972,05-Mar-2024,,P11,1,12000,12000,Grab Food
T08584,19-06-2024,-,P13,2,50000,100000,GOFOOD
T16092,2024-11-03,N/A,P14,3,18000,54000,takeaway 
T23812,2025-03-30,C014,P14,1 pcs,Rp 18.000,18000,Take Away
T25212,26/04/2025,,P17,2,12000,24000,GoFood
T26010,11-May-2025,C011,P16,6,9000,54000,GoFood
T00871,2024-01-21,,P14,3,18000,54000,Go-Food
T04668,08-Apr-2024,C018,P15,3,8000,24000,Dine In 
T02213,19-Feb-2024,,P12,1,45000,45000,Shopee Food
T28822,2025-06-28,,P17,1,12000,12000,DINE IN
T23810,30-03-2025,C014,P16,6,9000,54000,DINE IN
T32545,2025-08-30,-,P17,1,12000,12000,gofood
T20249,14/01/2025,C002,P10,2,15000,30000,takeaway 
T12580,2024-08-25,c018,P13,3,50000,150000,Take Away
T16108,03/11/2024,C017,P11,1,12000,12000,Takeaway
