sku_id,sku_name,category,unit_price_idr,margin_pct,supplier,is_active,introduced_date
SKU-00309,Resep 00309,apotek_resep,78798,13.4,L'Oreal Indonesia,1,2010-08-06
SKU-00310,Resep 00310,apotek_resep,145000,9.5,Unilever Wellness,1,2018-05-21
SKU-00311,Resep 00311,apotek_resep,42768,10.1,P&G Indonesia,1,2010-09-28
SKU-00312,Resep 00312,apotek_resep,151000,9.0,Dexa Medica,0,2019-07-18
SKU-00313,Resep 00313,apotek_resep,149000,14.6,Indofarma,1,2015-04-14
SKU-00314,Resep 00314,apotek_resep,242000,12.5,OmronID,1,2012-04-20
SKU-00315,Resep 00315,apotek_resep,224000,9.8,Sanbe,1,2019-01-28
SKU-00316,Resep 00316,apotek_resep,202000,14.5,Beurer ID,1,2018-02-10
SKU-00317,Resep 00317,apotek_resep,181000,8.5,Sanbe,1,2019-08-11
SKU-00318,Resep 00318,apotek_resep,98621,8.9,Pyridam Farma,1,2019-02-07
SKU-00319,Resep 00319,apotek_resep,88305,11.4,Bristol-Myers ID,1,2014-12-19
SKU-00320,Resep 00320,apotek_resep,44949,12.0,P&G Indonesia,1,2016-03-01
SKU-00321,Resep 00321,apotek_resep,87107,9.7,Pyridam Farma,1,2016-05-27
SKU-00322,Resep 00322,apotek_resep,99237,8.9,Bristol-Myers ID,1,2017-08-12
SKU-00323,Resep 00323,apotek_resep,208000,10.1,Beurer ID,1,2019-02-27
SKU-00324,Resep 00324,apotek_resep,78561,14.0,Combiphar,1,2013-05-24
SKU-00325,Resep 00325,apotek_resep,237000,12.4,Pharos Indonesia,1,2018-11-01
SKU-00326,Resep 00326,apotek_resep,218000,12.1,Unilever Wellness,1,2013-01-18
SKU-00327,Resep 00327,apotek_resep,73319,11.8,Beurer ID,1,2012-06-13
SKU-00328,Resep 00328,apotek_resep,63538,14.2,Abbott Nutrition,1,2014-03-15
SKU-00329,Resep 00329,apotek_resep,136000,11.6,Unilever Wellness,1,2010-11-08
SKU-00330,Resep 00330,apotek_resep,227000,14.7,Tempo Scan,1,2012-08-06
SKU-00331,Resep 00331,apotek_resep,51961,12.0,Abbott Nutrition,1,2012-12-24
SKU-00332,Resep 00332,apotek_resep,132000,14.6,Dexa Medica,1,2017-04-03
SKU-00333,Resep 00333,apotek_resep,74299,10.6,Dexa Medica,1,2018-06-13
SKU-00334,Resep 00334,apotek_resep,128000,14.4,Dexa Medica,0,2015-02-23
SKU-00335,Resep 00335,apotek_resep,142000,12.4,PIM Pharma,1,2014-10-18
SKU-00336,Resep 00336,apotek_resep,154000,9.2,Unilever Wellness,1,2011-09-09
SKU-00337,Resep 00337,apotek_resep,104000,14.8,Pyridam Farma,1,2015-06-16
SKU-00338,Resep 00338,apotek_resep,213000,11.4,Kalbe Farma,1,2012-08-06
SKU-00339,Resep 00339,apotek_resep,65290,8.5,PIM Pharma,1,2012-03-12
SKU-00340,Resep 00340,apotek_resep,163000,13.0,Sanbe,1,2016-06-24
SKU-00341,Resep 00341,apotek_resep,34711,11.4,Wardah,1,2019-03-21
SKU-00342,Resep 00342,apotek_resep,223000,10.9,Pyridam Farma,0,2019-10-06
SKU-00343,Resep 00343,apotek_resep,40317,12.4,Dexa Medica,1,2012-01-06
SKU-00344,Resep 00344,apotek_resep,72701,14.5,OmronID,1,2019-10-21
SKU-00345,Resep 00345,apotek_resep,9881,14.1,Indofarma,1,2013-08-20
SKU-00346,Resep 00346,apotek_resep,129000,14.1,Tempo Scan,1,2016-10-05
SKU-00347,Resep 00347,apotek_resep,213000,12.1,Tempo Scan,1,2018-05-06
SKU-00348,Resep 00348,apotek_resep,195000,12.8,L'Oreal Indonesia,1,2011-04-13
SKU-00349,Resep 00349,apotek_resep,106000,8.9,Kalbe Farma,1,2018-11-14
SKU-00350,Resep 00350,apotek_resep,222000,9.0,Sanbe,1,2019-10-02
SKU-00351,Resep 00351,apotek_resep,235000,13.5,OmronID,1,2011-08-22
SKU-00352,Resep 00352,apotek_resep,39164,14.3,Beurer ID,1,2016-09-14
SKU-00353,Resep 00353,apotek_resep,102000,14.1,OmronID,1,2017-07-12
SKU-00354,Resep 00354,apotek_resep,159000,13.6,Abbott Nutrition,1,2012-05-16
SKU-00355,Resep 00355,apotek_resep,206000,9.6,Pharos Indonesia,1,2018-07-09
SKU-00356,Resep 00356,apotek_resep,54550,8.0,Kalbe Farma,1,2011-09-01
SKU-00357,Resep 00357,apotek_resep,103000,12.6,Bristol-Myers ID,1,2011-03-14
SKU-00358,Resep 00358,apotek_resep,176000,12.1,PIM Pharma,1,2016-10-12
SKU-00359,Resep 00359,apotek_resep,165000,9.9,Unilever Wellness,1,2016-09-26
SKU-00360,Resep 00360,apotek_resep,151000,11.4,P&G Indonesia,1,2017-05-10
SKU-00361,Resep 00361,apotek_resep,156000,10.4,Unilever Wellness,1,2011-12-08
SKU-00362,Resep 00362,apotek_resep,122000,13.5,Tempo Scan,1,2018-07-26
SKU-00363,Resep 00363,apotek_resep,93719,13.6,Dexa Medica,1,2010-02-27
SKU-00364,Resep 00364,apotek_resep,43096,11.3,Mustika Ratu,1,2014-04-12
SKU-00365,Resep 00365,apotek_resep,25981,12.3,Unilever Wellness,1,2016-10-21
SKU-00366,Resep 00366,apotek_resep,142000,10.0,Dexa Medica,1,2012-11-16
SKU-00367,Resep 00367,apotek_resep,120000,8.1,OmronID,1,2010-10-17
SKU-00368,Resep 00368,apotek_resep,140000,12.9,Tempo Scan,1,2015-04-21
SKU-00369,Resep 00369,apotek_resep,5075,14.8,Pharos Indonesia,1,2016-06-22
SKU-00370,Resep 00370,apotek_resep,109000,10.8,Soho Global,1,2011-02-18
SKU-00371,Resep 00371,apotek_resep,79578,13.1,Beurer ID,1,2015-06-27
SKU-00372,Resep 00372,apotek_resep,77484,9.6,Soho Global,1,2016-10-01
SKU-00373,Resep 00373,apotek_resep,73447,9.2,OmronID,1,2011-09-10
SKU-00374,Resep 00374,apotek_resep,94120,14.6,OmronID,1,2018-10-09
SKU-00375,Resep 00375,apotek_resep,187000,11.1,Unilever Wellness,1,2013-06-25
SKU-00376,Resep 00376,apotek_resep,125000,12.8,Abbott Nutrition,1,2017-02-09
SKU-00377,Resep 00377,apotek_resep,22708,10.7,Pyridam Farma,1,2013-06-14
SKU-00378,Resep 00378,apotek_resep,97562,11.6,Kalbe Farma,1,2014-04-10
SKU-00379,Resep 00379,apotek_resep,29381,10.8,Bristol-Myers ID,1,2012-08-11
SKU-00380,Resep 00380,apotek_resep,97677,9.5,Abbott Nutrition,1,2013-08-24
SKU-00381,Resep 00381,apotek_resep,57341,9.6,Pyridam Farma,1,2013-04-07
SKU-00382,Resep 00382,apotek_resep,224000,9.7,P&G Indonesia,1,2011-02-03
SKU-00383,Resep 00383,apotek_resep,182000,14.7,Wardah,1,2018-01-28
SKU-00384,Resep 00384,apotek_resep,131000,10.6,Bristol-Myers ID,1,2019-05-16
SKU-00385,Resep 00385,apotek_resep,52938,14.9,OmronID,1,2013-10-05
SKU-00386,Resep 00386,apotek_resep,19194,11.7,Mustika Ratu,1,2018-01-17
SKU-00387,Resep 00387,apotek_resep,96039,10.8,Tempo Scan,1,2011-12-17
SKU-00388,Resep 00388,apotek_resep,126000,10.2,Kalbe Farma,0,2013-07-19
SKU-00389,Resep 00389,apotek_resep,31410,10.3,PIM Pharma,1,2014-04-09
SKU-00390,Resep 00390,apotek_resep,129000,14.7,Bristol-Myers ID,1,2017-07-07
SKU-00391,Resep 00391,apotek_resep,115000,12.9,P&G Indonesia,1,2016-05-15
SKU-00392,Resep 00392,apotek_resep,52156,12.0,Abbott Nutrition,1,2011-12-09
SKU-00393,Resep 00393,apotek_resep,216000,9.7,Mustika Ratu,1,2013-03-26
SKU-00394,Resep 00394,apotek_resep,199000,9.0,Kalbe Farma,1,2017-03-28
SKU-00395,Resep 00395,apotek_resep,170000,11.6,Bristol-Myers ID,1,2014-05-18
SKU-00396,Resep 00396,apotek_resep,230000,12.0,Unilever Wellness,1,2012-01-07
SKU-00397,Resep 00397,apotek_resep,218000,9.8,Sanbe,1,2015-05-12
SKU-00398,Resep 00398,apotek_resep,99452,11.9,PIM Pharma,1,2016-02-12
SKU-00399,Resep 00399,apotek_resep,232000,12.8,Soho Global,1,2018-03-25
SKU-00400,Resep 00400,apotek_resep,79608,10.5,OmronID,1,2017-02-13
SKU-00401,Resep 00401,apotek_resep,166000,10.0,Combiphar,1,2015-07-21
SKU-00402,Resep 00402,apotek_resep,166000,12.0,Pharos Indonesia,1,2015-04-11
SKU-00403,Resep 00403,apotek_resep,88067,12.6,PIM Pharma,1,2016-05-15
SKU-00404,Resep 00404,apotek_resep,210000,14.0,P&G Indonesia,1,2018-08-14
SKU-00405,Resep 00405,apotek_resep,48861,9.3,Kalbe Farma,1,2013-11-09
SKU-00406,Resep 00406,apotek_resep,200000,12.9,Pharos Indonesia,1,2016-02-04
SKU-00407,Resep 00407,apotek_resep,21722,14.6,Wardah,1,2010-07-17
SKU-00408,Resep 00408,apotek_resep,206000,15.0,Sanbe,1,2012-02-21
SKU-00409,Resep 00409,apotek_resep,249000,14.2,Indofarma,1,2014-08-21
SKU-00410,Resep 00410,apotek_resep,38138,8.9,Tempo Scan,0,2015-06-28
SKU-00411,Resep 00411,apotek_resep,130000,11.3,Beurer ID,1,2018-08-05
SKU-00412,Resep 00412,apotek_resep,188000,11.8,Abbott Nutrition,1,2019-07-17
SKU-00413,Resep 00413,apotek_resep,173000,12.5,Indofarma,1,2017-09-08
SKU-00414,Resep 00414,apotek_resep,216000,8.6,Indofarma,1,2014-03-10
SKU-00415,Resep 00415,apotek_resep,7767,8.0,Combiphar,1,2017-09-01
SKU-00416,Resep 00416,apotek_resep,185000,14.5,Wardah,1,2016-05-20
SKU-00417,Resep 00417,apotek_resep,65611,13.6,Beurer ID,1,2016-09-14
SKU-00418,Resep 00418,apotek_resep,108000,9.7,Unilever Wellness,1,2013-05-03
SKU-00419,Resep 00419,apotek_resep,116000,12.4,OmronID,1,2019-12-22
SKU-00420,Resep 00420,apotek_resep,76267,10.0,Beurer ID,1,2016-04-28
SKU-00421,Resep 00421,apotek_resep,22947,9.3,Indofarma,1,2017-10-15
SKU-00422,Resep 00422,apotek_resep,76338,12.9,Wardah,1,2010-03-02
SKU-00423,Resep 00423,apotek_resep,145000,8.2,Sanbe,1,2012-12-15
SKU-00424,Resep 00424,apotek_resep,196000,8.1,Pharos Indonesia,1,2017-04-11
SKU-00425,Resep 00425,apotek_resep,115000,10.2,Wardah,1,2017-12-26
SKU-00426,Resep 00426,apotek_resep,13319,10.3,Combiphar,1,2016-02-18
SKU-00427,Resep 00427,apotek_resep,128000,9.3,PIM Pharma,1,2010-02-25
SKU-00428,Resep 00428,apotek_resep,192000,9.7,L'Oreal Indonesia,1,2010-04-15
SKU-00429,Resep 00429,apotek_resep,198000,13.4,OmronID,1,2013-08-13
SKU-00430,Resep 00430,apotek_resep,184000,14.7,Bristol-Myers ID,1,2010-12-18
SKU-00431,Resep 00431,apotek_resep,142000,8.9,Wardah,1,2013-06-02
SKU-00432,Resep 00432,apotek_resep,231000,12.7,Sanbe,1,2016-06-01
SKU-00433,Resep 00433,apotek_resep,48872,13.6,Abbott Nutrition,1,2013-01-02
SKU-00434,Resep 00434,apotek_resep,157000,13.5,Wardah,1,2012-06-25
SKU-00435,Resep 00435,apotek_resep,28456,9.7,Wardah,1,2019-06-25
SKU-00436,Resep 00436,apotek_resep,169000,8.4,P&G Indonesia,1,2018-02-05
SKU-00437,Resep 00437,apotek_resep,133000,9.6,Beurer ID,1,2015-08-24
SKU-00438,Resep 00438,apotek_resep,55584,8.1,Unilever Wellness,1,2012-05-02
SKU-00439,Resep 00439,apotek_resep,132000,12.9,Beurer ID,1,2017-04-19
SKU-00440,Resep 00440,apotek_resep,53923,11.8,Bristol-Myers ID,1,2014-10-28
SKU-00441,Resep 00441,apotek_resep,150000,9.1,OmronID,1,2014-05-18
SKU-00442,Resep 00442,apotek_resep,101000,11.2,OmronID,1,2012-01-20
SKU-00443,Resep 00443,apotek_resep,230000,10.5,Pyridam Farma,1,2011-11-18
SKU-00444,Resep 00444,apotek_resep,220000,10.7,OmronID,1,2018-03-20
SKU-00445,Resep 00445,apotek_resep,79220,10.3,Bristol-Myers ID,1,2018-11-03
SKU-00446,Resep 00446,apotek_resep,16475,13.8,Combiphar,1,2010-04-04
SKU-00447,Resep 00447,apotek_resep,132000,9.3,Dexa Medica,1,2016-11-16
SKU-00448,Resep 00448,apotek_resep,143000,12.4,Abbott Nutrition,1,2015-04-20
SKU-00449,Resep 00449,apotek_resep,193000,8.5,Soho Global,1,2011-08-26
SKU-00450,Resep 00450,apotek_resep,172000,8.4,Beurer ID,1,2016-06-26
SKU-00451,Resep 00451,apotek_resep,191000,8.4,PIM Pharma,1,2011-05-03
SKU-00452,Resep 00452,apotek_resep,61596,14.7,Sanbe,1,2013-09-13
SKU-00453,Resep 00453,apotek_resep,54665,9.4,Pyridam Farma,1,2012-09-24
SKU-00454,Resep 00454,apotek_resep,151000,10.9,Sanbe,1,2019-06-22
SKU-00455,Resep 00455,apotek_resep,125000,12.9,Mustika Ratu,1,2012-03-18
SKU-00456,Resep 00456,apotek_resep,110000,11.5,Tempo Scan,1,2019-08-12
SKU-00457,Resep 00457,apotek_resep,242000,10.2,Bristol-Myers ID,1,2016-11-14
SKU-00458,Resep 00458,apotek_resep,222000,13.1,Pyridam Farma,1,2013-07-25
SKU-00459,Resep 00459,apotek_resep,149000,14.5,PIM Pharma,1,2017-08-13
SKU-00460,Resep 00460,apotek_resep,5051,13.1,Indofarma,1,2018-03-10
SKU-00461,Resep 00461,apotek_resep,6721,10.1,Pyridam Farma,1,2015-01-25
SKU-00462,Resep 00462,apotek_resep,220000,14.6,PIM Pharma,1,2018-09-19
SKU-00463,Resep 00463,apotek_resep,248000,12.0,Sanbe,0,2015-03-05
SKU-00464,Resep 00464,apotek_resep,74465,10.6,Abbott Nutrition,1,2014-05-03
SKU-00465,Resep 00465,apotek_resep,155000,10.8,Soho Global,1,2015-08-06
SKU-00466,Resep 00466,apotek_resep,133000,13.8,Abbott Nutrition,1,2011-10-21
SKU-00467,Resep 00467,apotek_resep,83746,8.3,Abbott Nutrition,1,2010-06-12
SKU-00468,Resep 00468,apotek_resep,236000,13.7,Mustika Ratu,1,2011-04-24
SKU-00469,Resep 00469,apotek_resep,176000,13.9,Kalbe Farma,1,2016-01-10
SKU-00470,Resep 00470,apotek_resep,142000,8.3,Beurer ID,1,2015-09-23
SKU-00471,Resep 00471,apotek_resep,62880,9.1,Unilever Wellness,1,2019-10-17
SKU-00472,Resep 00472,apotek_resep,28614,9.6,Indofarma,1,2012-03-11
SKU-00473,Resep 00473,apotek_resep,26638,11.3,Dexa Medica,1,2014-02-13
SKU-00474,Resep 00474,apotek_resep,137000,11.0,Combiphar,1,2017-09-07
SKU-00475,Resep 00475,apotek_resep,133000,10.8,Abbott Nutrition,1,2019-12-17
SKU-00476,Resep 00476,apotek_resep,69551,9.7,PIM Pharma,1,2015-11-19
SKU-00477,Resep 00477,apotek_resep,28486,8.8,Mustika Ratu,1,2015-04-11
SKU-00478,Resep 00478,apotek_resep,95315,12.2,Kalbe Farma,1,2012-06-20
SKU-00479,Resep 00479,apotek_resep,220000,14.9,L'Oreal Indonesia,1,2017-01-27
SKU-00480,Resep 00480,apotek_resep,66207,9.4,P&G Indonesia,1,2011-02-24
SKU-00481,Resep 00481,apotek_resep,19296,9.7,Combiphar,1,2014-01-11
SKU-00482,Resep 00482,apotek_resep,187000,13.6,Indofarma,1,2010-06-07
SKU-00483,Resep 00483,apotek_resep,199000,11.8,Soho Global,1,2014-09-16
SKU-00484,Resep 00484,apotek_resep,168000,13.1,Combiphar,1,2010-07-19
SKU-00485,Resep 00485,apotek_resep,243000,12.6,Dexa Medica,1,2010-05-07
SKU-00486,Resep 00486,apotek_resep,212000,12.9,PIM Pharma,1,2010-02-13
SKU-00487,Resep 00487,apotek_resep,178000,9.9,P&G Indonesia,1,2010-05-28
SKU-00488,Resep 00488,apotek_resep,237000,12.5,Pyridam Farma,1,2018-12-04
SKU-00489,Resep 00489,apotek_resep,242000,10.2,Beurer ID,1,2013-09-15
SKU-00490,Resep 00490,apotek_resep,152000,14.5,Kalbe Farma,0,2018-05-11
SKU-00491,Resep 00491,apotek_resep,133000,10.8,Tempo Scan,0,2015-06-21
SKU-00492,Resep 00492,apotek_resep,84253,9.7,OmronID,1,2010-11-09
SKU-00493,Resep 00493,apotek_resep,235000,10.7,Kalbe Farma,1,2014-04-05
SKU-00494,Resep 00494,apotek_resep,94597,14.3,Combiphar,1,2016-09-22
SKU-00495,Resep 00495,apotek_resep,166000,14.1,Pyridam Farma,1,2019-03-14
SKU-00496,Resep 00496,apotek_resep,86889,14.4,Bristol-Myers ID,1,2012-04-21
SKU-00497,Resep 00497,apotek_resep,41327,12.1,Soho Global,1,2014-12-23
SKU-00498,Resep 00498,apotek_resep,241000,11.7,Combiphar,1,2012-11-19
SKU-00499,Resep 00499,apotek_resep,245000,9.1,Pharos Indonesia,1,2011-03-11
SKU-00500,Resep 00500,apotek_resep,225000,14.2,Kalbe Farma,1,2016-07-10
SKU-00501,Resep 00501,apotek_resep,121000,13.2,PIM Pharma,1,2013-02-05
SKU-00502,Resep 00502,apotek_resep,53430,8.2,PIM Pharma,1,2019-04-20
SKU-00503,Resep 00503,apotek_resep,65865,9.6,Kalbe Farma,1,2017-03-17
SKU-00504,Resep 00504,apotek_resep,227000,12.2,P&G Indonesia,1,2016-08-16
SKU-00505,Resep 00505,apotek_resep,41048,9.1,Pyridam Farma,0,2010-05-14
SKU-00506,Resep 00506,apotek_resep,63341,13.2,Soho Global,1,2011-03-15
SKU-00507,Resep 00507,apotek_resep,232000,12.3,Bristol-Myers ID,1,2013-07-13
SKU-00508,Resep 00508,apotek_resep,208000,8.3,Unilever Wellness,1,2016-10-24
SKU-00509,Resep 00509,apotek_resep,155000,12.2,OmronID,1,2010-09-04
SKU-00510,Resep 00510,apotek_resep,123000,11.2,Dexa Medica,1,2013-09-18
SKU-00511,Resep 00511,apotek_resep,109000,14.9,Dexa Medica,1,2018-11-02
SKU-00512,Resep 00512,apotek_resep,54768,10.0,Unilever Wellness,1,2014-08-06
SKU-00513,Resep 00513,apotek_resep,116000,10.1,Dexa Medica,1,2012-08-27
SKU-00514,Resep 00514,apotek_resep,174000,11.2,OmronID,1,2019-12-18
SKU-00515,Resep 00515,apotek_resep,40469,10.8,Bristol-Myers ID,1,2012-08-19
SKU-00516,Resep 00516,apotek_resep,240000,13.0,Soho Global,1,2011-05-11
SKU-00517,Resep 00517,apotek_resep,186000,12.5,Tempo Scan,1,2011-02-04
SKU-00518,Resep 00518,apotek_resep,190000,11.1,P&G Indonesia,1,2016-12-26
SKU-00519,Resep 00519,apotek_resep,139000,12.3,Tempo Scan,1,2016-01-25
SKU-00520,Resep 00520,apotek_resep,49796,14.4,Abbott Nutrition,1,2012-03-28
SKU-00521,Resep 00521,apotek_resep,42907,9.3,Dexa Medica,1,2014-12-25
SKU-00522,Resep 00522,apotek_resep,122000,10.0,Tempo Scan,1,2012-04-01
SKU-00523,Resep 00523,apotek_resep,168000,13.4,Kalbe Farma,1,2017-09-26
SKU-00524,Resep 00524,apotek_resep,6507,12.3,Wardah,1,2019-11-16
SKU-00525,Resep 00525,apotek_resep,124000,10.9,Pharos Indonesia,1,2010-04-18
SKU-00526,Resep 00526,apotek_resep,77905,12.3,Beurer ID,1,2013-01-06
SKU-00527,Resep 00527,apotek_resep,43864,8.4,P&G Indonesia,0,2010-11-19
SKU-00528,Resep 00528,apotek_resep,225000,12.2,Bristol-Myers ID,1,2010-02-14
SKU-00529,Resep 00529,apotek_resep,51726,9.1,Indofarma,1,2019-10-26
SKU-00530,Resep 00530,apotek_resep,152000,9.2,L'Oreal Indonesia,1,2015-01-03
SKU-00531,Resep 00531,apotek_resep,206000,10.1,P&G Indonesia,1,2011-07-27
SKU-00532,Resep 00532,apotek_resep,149000,8.5,Wardah,1,2014-06-17
SKU-00533,Resep 00533,apotek_resep,113000,11.7,Soho Global,1,2011-10-24
SKU-00534,Resep 00534,apotek_resep,170000,11.7,Pharos Indonesia,1,2019-12-10
SKU-00535,Resep 00535,apotek_resep,117000,12.3,Bristol-Myers ID,1,2019-10-12
SKU-00536,Resep 00536,apotek_resep,248000,8.9,Abbott Nutrition,1,2017-08-26
SKU-00537,Resep 00537,apotek_resep,52161,14.2,Pyridam Farma,1,2013-01-04
SKU-00538,Resep 00538,apotek_resep,11287,11.3,Sanbe,1,2013-10-14
SKU-00539,Resep 00539,apotek_resep,114000,8.3,P&G Indonesia,1,2013-01-21
SKU-00540,Resep 00540,apotek_resep,57740,12.8,PIM Pharma,1,2014-05-17
SKU-00541,Resep 00541,apotek_resep,149000,10.3,Kalbe Farma,1,2015-06-13
SKU-00542,Resep 00542,apotek_resep,195000,12.0,Kalbe Farma,1,2013-06-27
SKU-00543,Resep 00543,apotek_resep,93588,14.5,Wardah,1,2010-11-05
SKU-00544,Resep 00544,apotek_resep,131000,9.1,L'Oreal Indonesia,1,2018-06-15
SKU-00545,Resep 00545,apotek_resep,211000,13.7,Dexa Medica,1,2014-10-24
SKU-00546,Resep 00546,apotek_resep,183000,10.2,Beurer ID,0,2019-11-11
SKU-00547,Resep 00547,apotek_resep,215000,14.4,P&G Indonesia,1,2012-05-27
SKU-00548,Resep 00548,apotek_resep,13171,10.4,Unilever Wellness,1,2012-10-20
SKU-00549,Resep 00549,apotek_resep,107000,9.3,Sanbe,1,2014-12-28
SKU-00550,Resep 00550,apotek_resep,87444,13.0,PIM Pharma,1,2017-04-12
SKU-00551,Resep 00551,apotek_resep,123000,13.8,Indofarma,1,2014-03-04
SKU-00552,Resep 00552,apotek_resep,103000,13.5,Soho Global,1,2017-09-01
SKU-00553,Resep 00553,apotek_resep,214000,11.4,OmronID,1,2015-08-24
SKU-00554,Resep 00554,apotek_resep,234000,11.7,Bristol-Myers ID,1,2011-09-22
SKU-00555,Resep 00555,apotek_resep,39791,9.4,Dexa Medica,1,2018-02-01
SKU-00556,Resep 00556,apotek_resep,86521,14.5,Pharos Indonesia,1,2010-02-17
SKU-00557,Resep 00557,apotek_resep,206000,12.6,Indofarma,0,2014-11-07
SKU-00558,Resep 00558,apotek_resep,89116,9.4,Indofarma,1,2015-08-22
SKU-00559,Resep 00559,apotek_resep,35841,9.9,Tempo Scan,1,2010-10-18
SKU-00560,Resep 00560,apotek_resep,140000,8.7,Beurer ID,1,2015-05-05
SKU-00561,Resep 00561,apotek_resep,190000,13.6,Abbott Nutrition,1,2011-05-20
SKU-00562,Resep 00562,apotek_resep,239000,10.4,L'Oreal Indonesia,1,2010-08-22
SKU-00563,Resep 00563,apotek_resep,18226,8.7,Dexa Medica,1,2016-03-23
SKU-00564,Resep 00564,apotek_resep,161000,14.2,L'Oreal Indonesia,1,2014-06-27
SKU-00565,Resep 00565,apotek_resep,56943,13.0,Beurer ID,1,2017-10-05
SKU-00566,Resep 00566,apotek_resep,29357,13.7,L'Oreal Indonesia,1,2014-11-21
SKU-00567,Resep 00567,apotek_resep,191000,13.4,Wardah,1,2013-03-28
SKU-00568,Resep 00568,apotek_resep,240000,12.3,P&G Indonesia,1,2015-06-15
SKU-00569,Resep 00569,apotek_resep,133000,8.2,Wardah,1,2017-08-28
SKU-00570,Resep 00570,apotek_resep,49774,10.0,P&G Indonesia,1,2012-09-04
SKU-00571,Resep 00571,apotek_resep,111000,13.7,Sanbe,1,2011-05-18
SKU-00572,Resep 00572,apotek_resep,126000,10.8,Mustika Ratu,1,2013-09-06
SKU-00573,Resep 00573,apotek_resep,131000,10.7,Bristol-Myers ID,1,2019-07-26
SKU-00574,Resep 00574,apotek_resep,119000,12.0,Bristol-Myers ID,1,2013-03-22
SKU-00575,Resep 00575,apotek_resep,181000,8.5,Abbott Nutrition,1,2011-10-20
SKU-00576,Resep 00576,apotek_resep,126000,10.3,Sanbe,1,2012-05-13
SKU-00577,Resep 00577,apotek_resep,23247,12.2,Unilever Wellness,1,2010-02-07
SKU-00578,Resep 00578,apotek_resep,219000,9.0,Abbott Nutrition,1,2010-03-22
SKU-00579,Resep 00579,apotek_resep,44116,11.2,Indofarma,1,2019-08-07
SKU-00580,Resep 00580,apotek_resep,58912,12.8,Bristol-Myers ID,1,2014-07-23
SKU-00581,Resep 00581,apotek_resep,245000,10.4,Pharos Indonesia,1,2019-09-13
SKU-00582,Resep 00582,apotek_resep,227000,8.9,Indofarma,1,2018-01-01
SKU-00583,Resep 00583,apotek_resep,189000,11.9,P&G Indonesia,1,2014-01-08
SKU-00584,Resep 00584,apotek_resep,118000,12.9,Unilever Wellness,1,2016-07-13
SKU-00585,Resep 00585,apotek_resep,119000,11.8,Tempo Scan,1,2013-09-13
SKU-00586,Resep 00586,apotek_resep,226000,14.5,Mustika Ratu,1,2012-03-01
SKU-00587,Resep 00587,apotek_resep,23807,12.5,Combiphar,1,2017-11-14
SKU-00588,Resep 00588,apotek_resep,40592,8.6,Mustika Ratu,1,2019-07-20
SKU-00589,Resep 00589,apotek_resep,52132,11.2,Mustika Ratu,1,2017-07-12
SKU-00590,Resep 00590,apotek_resep,64176,9.3,Kalbe Farma,1,2013-12-17
SKU-00591,Resep 00591,apotek_resep,75582,10.9,Beurer ID,1,2010-01-19
SKU-00592,Resep 00592,apotek_resep,132000,12.9,Sanbe,1,2011-03-24
SKU-00593,Resep 00593,apotek_resep,197000,11.7,PIM Pharma,1,2011-09-20
SKU-00594,Resep 00594,apotek_resep,28185,9.7,Pharos Indonesia,1,2018-10-10
SKU-00595,Resep 00595,apotek_resep,166000,8.4,Bristol-Myers ID,1,2010-08-15
SKU-00596,Resep 00596,apotek_resep,139000,14.3,Abbott Nutrition,1,2016-06-26
SKU-00597,Resep 00597,apotek_resep,82232,10.0,Dexa Medica,1,2019-12-10
SKU-00598,Resep 00598,apotek_resep,196000,13.5,PIM Pharma,1,2017-10-06
SKU-00599,Resep 00599,apotek_resep,155000,8.4,Indofarma,1,2019-01-10
SKU-00600,Resep 00600,apotek_resep,132000,8.6,OmronID,1,2014-05-05
SKU-00601,Resep 00601,apotek_resep,166000,10.0,PIM Pharma,0,2011-10-06
SKU-00602,Resep 00602,apotek_resep,244000,12.1,Combiphar,1,2015-03-09
SKU-00603,Resep 00603,apotek_resep,210000,12.9,Wardah,1,2018-01-11
SKU-00604,Resep 00604,apotek_resep,27125,14.8,Combiphar,1,2016-07-08
SKU-00605,Resep 00605,apotek_resep,178000,11.1,Tempo Scan,1,2015-01-21
SKU-00606,Resep 00606,apotek_resep,74309,13.3,Sanbe,1,2017-07-16
SKU-00607,Resep 00607,apotek_resep,84001,11.3,Beurer ID,1,2016-08-09
SKU-00608,Resep 00608,apotek_resep,43050,11.7,Mustika Ratu,0,2017-07-22
SKU-00609,Resep 00609,apotek_resep,87755,14.7,Dexa Medica,1,2018-11-12
SKU-00610,Resep 00610,apotek_resep,226000,11.0,PIM Pharma,1,2014-02-09
SKU-00611,Resep 00611,apotek_resep,177000,12.1,L'Oreal Indonesia,1,2013-12-22
SKU-00612,Resep 00612,apotek_resep,159000,13.4,OmronID,1,2012-06-18
SKU-00613,Resep 00613,apotek_resep,7772,12.7,Pharos Indonesia,0,2011-09-04
SKU-00614,Resep 00614,apotek_resep,185000,11.1,Pyridam Farma,1,2014-04-02
SKU-00615,Resep 00615,apotek_resep,11212,12.3,Dexa Medica,1,2013-10-21
SKU-00616,Resep 00616,apotek_resep,36926,13.0,Sanbe,1,2019-03-13
SKU-00617,Resep 00617,apotek_resep,177000,13.3,Abbott Nutrition,1,2012-02-23
