response_id,response_date,customer_id,channel_source,nps_score,category,top_complaint,would_recommend,comment_id
NPS-011599,2025-04-22,CUST-639395,b2b,9,Promoter,kasir_lama,yes,CMT-011599
NPS-011933,2025-04-22,CUST-853214,apps,7,Passive,tidak_ada_komplain,yes,CMT-011933
NPS-000513,2025-04-23,CUST-202635,in_store,10,Promoter,aplikasi_lambat,yes,
NPS-000706,2025-04-23,CUST-210429,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-000706
NPS-000918,2025-04-23,CUST-781102,b2b,9,Promoter,tidak_ada_komplain,yes,
NPS-002038,2025-04-23,CUST-764513,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-002078,2025-04-23,CUST-302317,b2b,6,Detractor,kasir_lama,no,CMT-002078
NPS-002355,2025-04-23,CUST-629256,apps,5,Detractor,cs_lambat,no,CMT-002355
NPS-002915,2025-04-23,CUST-448084,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-003152,2025-04-23,CUST-237299,in_store,10,Promoter,cs_lambat,yes,
NPS-004163,2025-04-23,CUST-100638,apps,7,Passive,tidak_ada_komplain,yes,
NPS-004377,2025-04-23,CUST-122266,in_store,7,Passive,pengiriman_lambat,yes,
NPS-004418,2025-04-23,CUST-355846,apps,2,Detractor,stok_tidak_akurat,definitely_no,
NPS-004579,2025-04-23,CUST-148123,apps,6,Detractor,stok_tidak_akurat,no,CMT-004579
NPS-004597,2025-04-23,CUST-776835,apps,7,Passive,tidak_ada_komplain,yes,CMT-004597
NPS-008386,2025-04-23,CUST-879854,in_store,5,Detractor,obat_tidak_lengkap,no,CMT-008386
NPS-009021,2025-04-23,CUST-906288,in_store,2,Detractor,harga_mahal,definitely_no,
NPS-009717,2025-04-23,CUST-972323,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-009824,2025-04-23,CUST-261078,in_store,8,Passive,tidak_ada_komplain,yes,CMT-009824
NPS-011721,2025-04-23,CUST-579005,b2b,6,Detractor,cs_lambat,no,CMT-011721
NPS-011966,2025-04-23,CUST-841358,apps,8,Passive,kasir_lama,yes,CMT-011966
NPS-000988,2025-04-24,CUST-772455,apps,8,Passive,tidak_ada_komplain,yes,
NPS-002420,2025-04-24,CUST-237160,b2b,9,Promoter,tidak_ada_komplain,yes,
NPS-002699,2025-04-24,CUST-278015,b2b,8,Passive,tidak_ada_komplain,yes,CMT-002699
NPS-002712,2025-04-24,CUST-355592,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-002712
NPS-003096,2025-04-24,CUST-481496,in_store,7,Passive,kasir_lama,yes,
NPS-003299,2025-04-24,CUST-572475,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-004122,2025-04-24,CUST-265024,apps,6,Detractor,aplikasi_lambat,no,
NPS-004361,2025-04-24,CUST-916957,apps,8,Passive,tidak_ada_komplain,yes,CMT-004361
NPS-004504,2025-04-24,CUST-380795,apps,6,Detractor,stok_tidak_akurat,no,CMT-004504
NPS-004830,2025-04-24,CUST-842367,apps,7,Passive,tidak_ada_komplain,yes,
NPS-004910,2025-04-24,CUST-186205,in_store,10,Promoter,aplikasi_lambat,yes,
NPS-006159,2025-04-24,CUST-713869,apps,6,Detractor,stok_tidak_akurat,no,CMT-006159
NPS-006566,2025-04-24,CUST-117664,apps,9,Promoter,tidak_ada_komplain,yes,CMT-006566
NPS-006662,2025-04-24,CUST-267250,apps,8,Passive,tidak_ada_komplain,yes,
NPS-006875,2025-04-24,CUST-863986,in_store,6,Detractor,kasir_lama,no,CMT-006875
NPS-007178,2025-04-24,CUST-770391,apps,5,Detractor,stok_tidak_akurat,no,
NPS-007345,2025-04-24,CUST-356272,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-007924,2025-04-24,CUST-416641,apps,5,Detractor,stok_tidak_akurat,no,CMT-007924
NPS-008223,2025-04-24,CUST-183463,in_store,10,Promoter,aplikasi_lambat,yes,CMT-008223
NPS-008637,2025-04-24,CUST-290137,apps,10,Promoter,tidak_ada_komplain,yes,CMT-008637
NPS-008695,2025-04-24,CUST-299064,apps,8,Passive,tidak_ada_komplain,yes,CMT-008695
NPS-008716,2025-04-24,CUST-275166,in_store,7,Passive,tidak_ada_komplain,yes,CMT-008716
NPS-008764,2025-04-24,CUST-215075,b2b,8,Passive,tidak_ada_komplain,yes,
NPS-009094,2025-04-24,CUST-675564,in_store,9,Promoter,cs_lambat,yes,
NPS-009247,2025-04-24,CUST-692605,apps,8,Passive,aplikasi_lambat,yes,CMT-009247
NPS-009910,2025-04-24,CUST-824136,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-010752,2025-04-24,CUST-302114,apps,8,Passive,aplikasi_lambat,yes,
NPS-011334,2025-04-24,CUST-184208,in_store,9,Promoter,obat_tidak_lengkap,yes,CMT-011334
NPS-011654,2025-04-24,CUST-123354,apps,5,Detractor,cs_lambat,no,CMT-011654
NPS-000223,2025-04-25,CUST-971268,in_store,8,Passive,tidak_ada_komplain,yes,CMT-000223
NPS-000254,2025-04-25,CUST-993049,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-000890,2025-04-25,CUST-809626,apps,10,Promoter,aplikasi_lambat,yes,
NPS-000908,2025-04-25,CUST-980516,apps,8,Passive,tidak_ada_komplain,yes,CMT-000908
NPS-000985,2025-04-25,CUST-448375,apps,10,Promoter,tidak_ada_komplain,yes,CMT-000985
NPS-001002,2025-04-25,CUST-254708,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-001427,2025-04-25,CUST-991861,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-002387,2025-04-25,CUST-152196,apps,10,Promoter,tidak_ada_komplain,yes,CMT-002387
NPS-002471,2025-04-25,CUST-547298,in_store,6,Detractor,harga_mahal,no,
NPS-002695,2025-04-25,CUST-595410,in_store,6,Detractor,kasir_lama,no,
NPS-003010,2025-04-25,CUST-939540,in_store,9,Promoter,harga_mahal,yes,CMT-003010
NPS-003148,2025-04-25,CUST-435653,in_store,7,Passive,tidak_ada_komplain,yes,CMT-003148
NPS-003210,2025-04-25,CUST-719400,apps,10,Promoter,tidak_ada_komplain,yes,CMT-003210
NPS-004896,2025-04-25,CUST-962892,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-005610,2025-04-25,CUST-949537,in_store,7,Passive,pengiriman_lambat,yes,
NPS-005969,2025-04-25,CUST-722041,apps,8,Passive,tidak_ada_komplain,yes,CMT-005969
NPS-006665,2025-04-25,CUST-874167,in_store,9,Promoter,pengiriman_lambat,yes,
NPS-007114,2025-04-25,CUST-566106,apps,5,Detractor,harga_mahal,no,CMT-007114
NPS-007244,2025-04-25,CUST-825478,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-007416,2025-04-25,CUST-874284,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-007939,2025-04-25,CUST-433442,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-008513,2025-04-25,CUST-690218,in_store,8,Passive,pengiriman_lambat,yes,
NPS-008865,2025-04-25,CUST-916871,b2b,10,Promoter,tidak_ada_komplain,yes,CMT-008865
NPS-009097,2025-04-25,CUST-351593,in_store,8,Passive,aplikasi_lambat,yes,CMT-009097
NPS-009266,2025-04-25,CUST-934902,apps,3,Detractor,stok_tidak_akurat,definitely_no,
NPS-009623,2025-04-25,CUST-748026,b2b,9,Promoter,tidak_ada_komplain,yes,
NPS-010001,2025-04-25,CUST-101945,in_store,6,Detractor,kasir_lama,no,
NPS-010058,2025-04-25,CUST-378173,in_store,5,Detractor,harga_mahal,no,
NPS-010638,2025-04-25,CUST-548876,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-010722,2025-04-25,CUST-943391,in_store,5,Detractor,kasir_lama,no,CMT-010722
NPS-010755,2025-04-25,CUST-633622,in_store,7,Passive,tidak_ada_komplain,yes,CMT-010755
NPS-011572,2025-04-25,CUST-927215,apps,3,Detractor,harga_mahal,definitely_no,CMT-011572
NPS-011722,2025-04-25,CUST-920479,in_store,4,Detractor,kasir_lama,definitely_no,
NPS-011916,2025-04-25,CUST-496023,apps,10,Promoter,tidak_ada_komplain,yes,CMT-011916
NPS-000543,2025-04-26,CUST-845442,in_store,9,Promoter,stok_tidak_akurat,yes,
NPS-000879,2025-04-26,CUST-747107,b2b,9,Promoter,tidak_ada_komplain,yes,CMT-000879
NPS-000939,2025-04-26,CUST-255552,apps,8,Passive,tidak_ada_komplain,yes,CMT-000939
NPS-001114,2025-04-26,CUST-495461,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-001977,2025-04-26,CUST-144733,b2b,8,Passive,tidak_ada_komplain,yes,
NPS-002308,2025-04-26,CUST-465998,b2b,9,Promoter,tidak_ada_komplain,yes,
NPS-003110,2025-04-26,CUST-636328,apps,0,Detractor,harga_mahal,definitely_no,CMT-003110
NPS-004095,2025-04-26,CUST-926774,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-004174,2025-04-26,CUST-825996,in_store,6,Detractor,obat_tidak_lengkap,no,CMT-004174
NPS-004182,2025-04-26,CUST-728446,in_store,8,Passive,cs_lambat,yes,
NPS-004792,2025-04-26,CUST-534707,apps,8,Passive,tidak_ada_komplain,yes,CMT-004792
NPS-005492,2025-04-26,CUST-889240,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-005492
NPS-006220,2025-04-26,CUST-420000,in_store,6,Detractor,harga_mahal,no,CMT-006220
NPS-006244,2025-04-26,CUST-781045,apps,7,Passive,tidak_ada_komplain,yes,CMT-006244
NPS-006387,2025-04-26,CUST-993266,apps,8,Passive,tidak_ada_komplain,yes,CMT-006387
NPS-006481,2025-04-26,CUST-977659,apps,6,Detractor,harga_mahal,no,
NPS-006905,2025-04-26,CUST-350510,in_store,5,Detractor,obat_tidak_lengkap,no,
NPS-007104,2025-04-26,CUST-943604,in_store,6,Detractor,cs_lambat,no,
NPS-007188,2025-04-26,CUST-649123,apps,8,Passive,tidak_ada_komplain,yes,
NPS-008481,2025-04-26,CUST-491992,in_store,6,Detractor,obat_tidak_lengkap,no,CMT-008481
NPS-008515,2025-04-26,CUST-386526,in_store,5,Detractor,kasir_lama,no,CMT-008515
NPS-008540,2025-04-26,CUST-933501,in_store,7,Passive,tidak_ada_komplain,yes,CMT-008540
NPS-010878,2025-04-26,CUST-284624,apps,7,Passive,harga_mahal,yes,
NPS-011432,2025-04-26,CUST-841300,apps,7,Passive,tidak_ada_komplain,yes,
NPS-011711,2025-04-26,CUST-139957,apps,2,Detractor,stok_tidak_akurat,definitely_no,
NPS-011747,2025-04-26,CUST-129070,apps,8,Passive,tidak_ada_komplain,yes,
NPS-011960,2025-04-26,CUST-454595,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-001134,2025-04-27,CUST-921969,apps,8,Passive,tidak_ada_komplain,yes,
NPS-001421,2025-04-27,CUST-230379,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-001542,2025-04-27,CUST-476476,apps,6,Detractor,harga_mahal,no,
NPS-001635,2025-04-27,CUST-665959,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-001863,2025-04-27,CUST-756229,in_store,5,Detractor,kasir_lama,no,
NPS-002267,2025-04-27,CUST-679489,b2b,10,Promoter,tidak_ada_komplain,yes,
NPS-003323,2025-04-27,CUST-382100,b2b,8,Passive,tidak_ada_komplain,yes,
NPS-004031,2025-04-27,CUST-873933,apps,8,Passive,tidak_ada_komplain,yes,
NPS-004603,2025-04-27,CUST-742035,in_store,2,Detractor,cs_lambat,definitely_no,
NPS-004838,2025-04-27,CUST-982713,in_store,7,Passive,stok_tidak_akurat,yes,CMT-004838
NPS-005393,2025-04-27,CUST-504890,in_store,9,Promoter,aplikasi_lambat,yes,
NPS-005455,2025-04-27,CUST-402339,apps,8,Passive,tidak_ada_komplain,yes,CMT-005455
NPS-005695,2025-04-27,CUST-844173,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-006004,2025-04-27,CUST-156741,apps,8,Passive,stok_tidak_akurat,yes,
NPS-006238,2025-04-27,CUST-855332,in_store,8,Passive,tidak_ada_komplain,yes,CMT-006238
NPS-006540,2025-04-27,CUST-735003,apps,8,Passive,tidak_ada_komplain,yes,CMT-006540
NPS-006567,2025-04-27,CUST-577551,in_store,9,Promoter,cs_lambat,yes,CMT-006567
NPS-006586,2025-04-27,CUST-307124,b2b,4,Detractor,cs_lambat,definitely_no,CMT-006586
NPS-007269,2025-04-27,CUST-636058,in_store,6,Detractor,cs_lambat,no,
NPS-007764,2025-04-27,CUST-183634,apps,10,Promoter,tidak_ada_komplain,yes,CMT-007764
NPS-008172,2025-04-27,CUST-665375,apps,8,Passive,kasir_lama,yes,CMT-008172
NPS-008309,2025-04-27,CUST-969737,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-008677,2025-04-27,CUST-510165,in_store,7,Passive,cs_lambat,yes,
NPS-009559,2025-04-27,CUST-166940,in_store,7,Passive,aplikasi_lambat,yes,CMT-009559
NPS-009848,2025-04-27,CUST-542419,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-010189,2025-04-27,CUST-157103,apps,10,Promoter,tidak_ada_komplain,yes,CMT-010189
NPS-010206,2025-04-27,CUST-924323,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-011030,2025-04-27,CUST-635019,in_store,8,Passive,tidak_ada_komplain,yes,CMT-011030
NPS-011402,2025-04-27,CUST-982316,in_store,3,Detractor,harga_mahal,definitely_no,CMT-011402
NPS-011442,2025-04-27,CUST-486612,apps,8,Passive,tidak_ada_komplain,yes,
NPS-011675,2025-04-27,CUST-420767,in_store,7,Passive,pengiriman_lambat,yes,
NPS-011945,2025-04-27,CUST-652240,in_store,8,Passive,stok_tidak_akurat,yes,
NPS-000536,2025-04-28,CUST-814430,in_store,7,Passive,tidak_ada_komplain,yes,CMT-000536
NPS-001785,2025-04-28,CUST-438803,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-002426,2025-04-28,CUST-623521,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-002524,2025-04-28,CUST-847689,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-002524
NPS-002991,2025-04-28,CUST-290553,apps,6,Detractor,harga_mahal,no,
NPS-003391,2025-04-28,CUST-486875,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-003637,2025-04-28,CUST-635737,in_store,6,Detractor,obat_tidak_lengkap,no,
NPS-004005,2025-04-28,CUST-920768,apps,7,Passive,tidak_ada_komplain,yes,
NPS-004627,2025-04-28,CUST-563813,in_store,6,Detractor,harga_mahal,no,
NPS-004903,2025-04-28,CUST-962736,apps,7,Passive,tidak_ada_komplain,yes,
NPS-005247,2025-04-28,CUST-407215,in_store,8,Passive,obat_tidak_lengkap,yes,
NPS-005670,2025-04-28,CUST-283309,apps,9,Promoter,tidak_ada_komplain,yes,CMT-005670
NPS-005679,2025-04-28,CUST-953856,apps,9,Promoter,cs_lambat,yes,
NPS-006230,2025-04-28,CUST-235497,in_store,5,Detractor,kasir_lama,no,
NPS-006411,2025-04-28,CUST-363181,apps,7,Passive,tidak_ada_komplain,yes,
NPS-006473,2025-04-28,CUST-527485,in_store,0,Detractor,kasir_lama,definitely_no,
NPS-007185,2025-04-28,CUST-395040,apps,9,Promoter,tidak_ada_komplain,yes,CMT-007185
NPS-007494,2025-04-28,CUST-655524,in_store,8,Passive,tidak_ada_komplain,yes,CMT-007494
NPS-008001,2025-04-28,CUST-874236,apps,3,Detractor,stok_tidak_akurat,definitely_no,
NPS-008056,2025-04-28,CUST-140468,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-009277,2025-04-28,CUST-238592,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-009661,2025-04-28,CUST-670499,apps,10,Promoter,kasir_lama,yes,CMT-009661
NPS-010066,2025-04-28,CUST-176649,in_store,2,Detractor,kasir_lama,definitely_no,CMT-010066
NPS-010684,2025-04-28,CUST-917775,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-011038,2025-04-28,CUST-209107,apps,0,Detractor,stok_tidak_akurat,definitely_no,CMT-011038
NPS-011270,2025-04-28,CUST-263500,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-000152,2025-04-29,CUST-734726,apps,8,Passive,harga_mahal,yes,CMT-000152
NPS-000628,2025-04-29,CUST-496074,apps,5,Detractor,stok_tidak_akurat,no,CMT-000628
NPS-001113,2025-04-29,CUST-312692,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-001113
NPS-001488,2025-04-29,CUST-658881,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-001815,2025-04-29,CUST-172714,in_store,6,Detractor,obat_tidak_lengkap,no,
NPS-002213,2025-04-29,CUST-378626,apps,9,Promoter,tidak_ada_komplain,yes,CMT-002213
NPS-002497,2025-04-29,CUST-796516,apps,10,Promoter,pengiriman_lambat,yes,
NPS-002805,2025-04-29,CUST-220601,in_store,9,Promoter,kasir_lama,yes,CMT-002805
NPS-003160,2025-04-29,CUST-914016,apps,6,Detractor,aplikasi_lambat,no,CMT-003160
NPS-003272,2025-04-29,CUST-501862,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-003588,2025-04-29,CUST-425367,apps,0,Detractor,cs_lambat,definitely_no,CMT-003588
NPS-005597,2025-04-29,CUST-195490,b2b,6,Detractor,kasir_lama,no,
NPS-005917,2025-04-29,CUST-485754,apps,8,Passive,tidak_ada_komplain,yes,CMT-005917
NPS-006488,2025-04-29,CUST-988454,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-006488
NPS-007091,2025-04-29,CUST-646032,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-007329,2025-04-29,CUST-852092,in_store,8,Passive,obat_tidak_lengkap,yes,CMT-007329
NPS-007887,2025-04-29,CUST-348880,apps,8,Passive,tidak_ada_komplain,yes,
NPS-008670,2025-04-29,CUST-663438,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-009355,2025-04-29,CUST-226732,apps,10,Promoter,tidak_ada_komplain,yes,CMT-009355
NPS-009570,2025-04-29,CUST-473174,apps,3,Detractor,aplikasi_lambat,definitely_no,
NPS-009589,2025-04-29,CUST-569875,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-009589
NPS-009791,2025-04-29,CUST-127074,apps,7,Passive,tidak_ada_komplain,yes,
NPS-010599,2025-04-29,CUST-745554,in_store,9,Promoter,pengiriman_lambat,yes,
NPS-010712,2025-04-29,CUST-485247,in_store,7,Passive,obat_tidak_lengkap,yes,
NPS-010942,2025-04-29,CUST-785902,apps,6,Detractor,stok_tidak_akurat,no,CMT-010942
NPS-011354,2025-04-29,CUST-831105,apps,7,Passive,kasir_lama,yes,
NPS-011369,2025-04-29,CUST-569004,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-011384,2025-04-29,CUST-824662,in_store,8,Passive,tidak_ada_komplain,yes,CMT-011384
NPS-011617,2025-04-29,CUST-991416,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-011763,2025-04-29,CUST-657193,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-011986,2025-04-29,CUST-127894,in_store,1,Detractor,kasir_lama,definitely_no,
NPS-000039,2025-04-30,CUST-548649,in_store,9,Promoter,pengiriman_lambat,yes,CMT-000039
NPS-000760,2025-04-30,CUST-475146,b2b,8,Passive,tidak_ada_komplain,yes,
NPS-001107,2025-04-30,CUST-102207,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-002098,2025-04-30,CUST-354422,apps,8,Passive,pengiriman_lambat,yes,CMT-002098
NPS-002103,2025-04-30,CUST-113070,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-002103
NPS-002281,2025-04-30,CUST-618689,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-002399,2025-04-30,CUST-933820,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-002745,2025-04-30,CUST-915002,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-002960,2025-04-30,CUST-786032,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-003055,2025-04-30,CUST-580412,apps,7,Passive,tidak_ada_komplain,yes,
NPS-003331,2025-04-30,CUST-102597,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-004493,2025-04-30,CUST-888720,in_store,6,Detractor,kasir_lama,no,
NPS-004784,2025-04-30,CUST-876455,apps,10,Promoter,cs_lambat,yes,
NPS-005035,2025-04-30,CUST-865306,apps,10,Promoter,tidak_ada_komplain,yes,CMT-005035
NPS-005333,2025-04-30,CUST-656109,in_store,9,Promoter,obat_tidak_lengkap,yes,CMT-005333
NPS-007504,2025-04-30,CUST-448579,apps,7,Passive,tidak_ada_komplain,yes,
NPS-007611,2025-04-30,CUST-522728,in_store,10,Promoter,stok_tidak_akurat,yes,
NPS-008115,2025-04-30,CUST-181059,in_store,9,Promoter,cs_lambat,yes,
NPS-008666,2025-04-30,CUST-441714,b2b,8,Passive,tidak_ada_komplain,yes,
NPS-008724,2025-04-30,CUST-536130,apps,10,Promoter,tidak_ada_komplain,yes,CMT-008724
NPS-008830,2025-04-30,CUST-886824,in_store,10,Promoter,aplikasi_lambat,yes,
NPS-009137,2025-04-30,CUST-109392,apps,5,Detractor,harga_mahal,no,CMT-009137
NPS-009701,2025-04-30,CUST-550617,b2b,10,Promoter,obat_tidak_lengkap,yes,
NPS-009819,2025-04-30,CUST-430656,apps,7,Passive,tidak_ada_komplain,yes,
NPS-010074,2025-04-30,CUST-169214,apps,3,Detractor,cs_lambat,definitely_no,CMT-010074
NPS-010076,2025-04-30,CUST-858097,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-010232,2025-04-30,CUST-831822,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-010232
NPS-010349,2025-04-30,CUST-457543,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-010584,2025-04-30,CUST-386715,in_store,2,Detractor,harga_mahal,definitely_no,CMT-010584
NPS-011256,2025-04-30,CUST-709834,apps,7,Passive,tidak_ada_komplain,yes,CMT-011256
NPS-011824,2025-04-30,CUST-651097,in_store,8,Passive,tidak_ada_komplain,yes,CMT-011824
NPS-000667,2025-05-01,CUST-340298,in_store,5,Detractor,kasir_lama,no,
NPS-000751,2025-05-01,CUST-699772,b2b,9,Promoter,kasir_lama,yes,
NPS-000810,2025-05-01,CUST-564694,apps,10,Promoter,tidak_ada_komplain,yes,CMT-000810
NPS-000876,2025-05-01,CUST-832909,apps,3,Detractor,cs_lambat,definitely_no,
NPS-001296,2025-05-01,CUST-111160,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-001296
NPS-001555,2025-05-01,CUST-478591,apps,8,Passive,tidak_ada_komplain,yes,CMT-001555
NPS-001619,2025-05-01,CUST-297170,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-002057,2025-05-01,CUST-989707,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-002057
NPS-002144,2025-05-01,CUST-977993,b2b,5,Detractor,harga_mahal,no,
NPS-002630,2025-05-01,CUST-324684,apps,10,Promoter,stok_tidak_akurat,yes,
NPS-002803,2025-05-01,CUST-149633,apps,8,Passive,tidak_ada_komplain,yes,
NPS-003089,2025-05-01,CUST-682411,in_store,8,Passive,tidak_ada_komplain,yes,CMT-003089
NPS-003109,2025-05-01,CUST-124376,b2b,8,Passive,tidak_ada_komplain,yes,CMT-003109
NPS-003524,2025-05-01,CUST-265677,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-003633,2025-05-01,CUST-655719,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-003740,2025-05-01,CUST-267637,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-004464,2025-05-01,CUST-821319,apps,6,Detractor,cs_lambat,no,
NPS-005204,2025-05-01,CUST-366202,apps,4,Detractor,aplikasi_lambat,definitely_no,CMT-005204
NPS-006059,2025-05-01,CUST-591996,b2b,10,Promoter,tidak_ada_komplain,yes,
NPS-006139,2025-05-01,CUST-983260,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-006139
NPS-006180,2025-05-01,CUST-714020,in_store,8,Passive,aplikasi_lambat,yes,
NPS-007011,2025-05-01,CUST-497081,b2b,10,Promoter,tidak_ada_komplain,yes,CMT-007011
NPS-007152,2025-05-01,CUST-909951,apps,7,Passive,tidak_ada_komplain,yes,
NPS-008460,2025-05-01,CUST-919565,apps,8,Passive,harga_mahal,yes,CMT-008460
NPS-008838,2025-05-01,CUST-515402,in_store,10,Promoter,harga_mahal,yes,
NPS-010259,2025-05-01,CUST-291484,in_store,5,Detractor,cs_lambat,no,
NPS-010297,2025-05-01,CUST-771461,in_store,8,Passive,tidak_ada_komplain,yes,CMT-010297
NPS-010423,2025-05-01,CUST-870480,apps,8,Passive,tidak_ada_komplain,yes,CMT-010423
NPS-010790,2025-05-01,CUST-872684,in_store,5,Detractor,kasir_lama,no,CMT-010790
NPS-010861,2025-05-01,CUST-204727,apps,8,Passive,tidak_ada_komplain,yes,CMT-010861
NPS-010943,2025-05-01,CUST-431086,apps,5,Detractor,aplikasi_lambat,no,CMT-010943
NPS-011246,2025-05-01,CUST-486292,apps,9,Promoter,cs_lambat,yes,CMT-011246
NPS-011293,2025-05-01,CUST-536507,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-011439,2025-05-01,CUST-857705,in_store,8,Passive,tidak_ada_komplain,yes,CMT-011439
NPS-011985,2025-05-01,CUST-701672,apps,5,Detractor,stok_tidak_akurat,no,CMT-011985
NPS-011992,2025-05-01,CUST-487720,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-000241,2025-05-02,CUST-612783,in_store,6,Detractor,obat_tidak_lengkap,no,CMT-000241
NPS-000333,2025-05-02,CUST-280149,apps,8,Passive,tidak_ada_komplain,yes,CMT-000333
NPS-000522,2025-05-02,CUST-610765,apps,5,Detractor,aplikasi_lambat,no,
NPS-000685,2025-05-02,CUST-270447,in_store,7,Passive,tidak_ada_komplain,yes,CMT-000685
NPS-000762,2025-05-02,CUST-439475,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-000987,2025-05-02,CUST-339410,apps,10,Promoter,pengiriman_lambat,yes,
NPS-001767,2025-05-02,CUST-460736,in_store,8,Passive,stok_tidak_akurat,yes,CMT-001767
NPS-002180,2025-05-02,CUST-446140,in_store,9,Promoter,cs_lambat,yes,
NPS-002850,2025-05-02,CUST-973443,apps,5,Detractor,harga_mahal,no,
NPS-002881,2025-05-02,CUST-971283,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-004170,2025-05-02,CUST-988466,in_store,6,Detractor,harga_mahal,no,CMT-004170
NPS-004267,2025-05-02,CUST-902774,in_store,7,Passive,aplikasi_lambat,yes,CMT-004267
NPS-005620,2025-05-02,CUST-155125,in_store,6,Detractor,obat_tidak_lengkap,no,
NPS-005805,2025-05-02,CUST-828162,in_store,5,Detractor,kasir_lama,no,
NPS-005974,2025-05-02,CUST-853983,b2b,6,Detractor,kasir_lama,no,CMT-005974
NPS-006102,2025-05-02,CUST-473718,in_store,9,Promoter,kasir_lama,yes,CMT-006102
NPS-006468,2025-05-02,CUST-720947,in_store,8,Passive,cs_lambat,yes,CMT-006468
NPS-006831,2025-05-02,CUST-225367,b2b,9,Promoter,tidak_ada_komplain,yes,CMT-006831
NPS-006855,2025-05-02,CUST-520640,in_store,6,Detractor,kasir_lama,no,CMT-006855
NPS-007704,2025-05-02,CUST-154908,b2b,10,Promoter,tidak_ada_komplain,yes,CMT-007704
NPS-008243,2025-05-02,CUST-278734,apps,7,Passive,kasir_lama,yes,CMT-008243
NPS-008863,2025-05-02,CUST-665427,in_store,9,Promoter,pengiriman_lambat,yes,CMT-008863
NPS-009720,2025-05-02,CUST-968042,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-009894,2025-05-02,CUST-260274,in_store,2,Detractor,obat_tidak_lengkap,definitely_no,CMT-009894
