ticket_id,created_at,customer_id,category,description,priority,status,agent_id,response_time_hours,resolved_at,source
TKT-001421,2025-03-08 00:00:00,CUST-515122,slow_response,Sample complaint description 1421,low,escalated,AGT-026,10,,website
TKT-004237,2025-03-08 00:00:00,CUST-756665,pengiriman_lambat,Sample complaint description 4237,medium,closed,AGT-027,22,2025-03-08 22:00:00,apps
TKT-000930,2025-03-09 00:00:00,CUST-136680,stok_tidak_akurat_apps,Sample complaint description 930,low,closed,AGT-044,11,2025-03-09 11:00:00,whatsapp
TKT-001117,2025-03-09 00:00:00,CUST-458094,obat_salah,Sample complaint description 1117,medium,pending,AGT-025,10,,apps
TKT-001547,2025-03-09 00:00:00,CUST-780466,stok_kosong_apps,Sample complaint description 1547,medium,closed,AGT-036,16,2025-03-09 16:00:00,phone
TKT-002119,2025-03-09 00:00:00,CUST-213642,aplikasi_crash,Sample complaint description 2119,low,closed,AGT-024,14,2025-03-09 14:00:00,phone
TKT-003621,2025-03-09 00:00:00,CUST-105166,obat_salah,Sample complaint description 3621,low,closed,AGT-020,10,2025-03-09 10:00:00,apps
TKT-004739,2025-03-09 00:00:00,CUST-500716,pengiriman_lambat,Sample complaint description 4739,high,closed,AGT-040,23,2025-03-09 23:00:00,apps
TKT-000774,2025-03-10 00:00:00,CUST-354317,stok_kosong_apps,Sample complaint description 774,medium,closed,AGT-033,9,2025-03-10 09:00:00,apps
TKT-001302,2025-03-10 00:00:00,CUST-196088,promo_tidak_berlaku,Sample complaint description 1302,medium,open,AGT-029,9,,phone
TKT-001456,2025-03-10 00:00:00,CUST-801462,slow_response,Sample complaint description 1456,low,closed,AGT-038,17,2025-03-10 17:00:00,website
TKT-002132,2025-03-10 00:00:00,CUST-848423,CS_LAMBAT,Sample complaint description 2132,high,closed,AGT-034,20,2025-03-10 20:00:00,whatsapp
TKT-002740,2025-03-10 00:00:00,CUST-550722,aplikasi_crash,Sample complaint description 2740,low,open,AGT-031,14,,phone
TKT-003493,2025-03-10 00:00:00,CUST-397445,error_pembayaran,Sample complaint description 3493,medium,closed,AGT-035,19,2025-03-10 19:00:00,website
TKT-004808,2025-03-10 00:00:00,CUST-344290,obat_salah,Sample complaint description 4808,high,closed,AGT-042,13,2025-03-10 13:00:00,phone
TKT-000097,2025-03-11 00:00:00,CUST-815131,CS_LAMBAT,Sample complaint description 97,low,closed,AGT-009,21,2025-03-11 21:00:00,whatsapp
TKT-000140,2025-03-11 00:00:00,CUST-476725,stok_tidak_akurat_apps,Sample complaint description 140,high,closed,AGT-033,4,2025-03-11 04:00:00,apps
TKT-000189,2025-03-11 00:00:00,CUST-565998,STOCK_INACCURATE,Sample complaint description 189,medium,closed,AGT-038,6,2025-03-11 06:00:00,website
TKT-004023,2025-03-11 00:00:00,CUST-578210,promo_tidak_berlaku,Sample complaint description 4023,low,closed,AGT-014,18,2025-03-11 18:00:00,website
TKT-004067,2025-03-11 00:00:00,CUST-300837,stok_kosong_apps,Sample complaint description 4067,medium,closed,AGT-029,7,2025-03-11 07:00:00,phone
TKT-004888,2025-03-11 00:00:00,CUST-280634,aplikasi_crash,Sample complaint description 4888,medium,closed,AGT-006,22,2025-03-11 22:00:00,apps
TKT-001272,2025-03-12 00:00:00,CUST-882963,lainnya,Sample complaint description 1272,medium,closed,AGT-027,18,2025-03-12 18:00:00,whatsapp
TKT-004078,2025-03-12 00:00:00,CUST-600322,error_pembayaran,Sample complaint description 4078,medium,closed,AGT-027,10,2025-03-12 10:00:00,phone
TKT-004288,2025-03-12 00:00:00,CUST-615534,stock_issue,Sample complaint description 4288,medium,closed,AGT-001,18,2025-03-12 18:00:00,phone
TKT-000205,2025-03-13 00:00:00,CUST-427490,aplikasi_crash,Sample complaint description 205,low,closed,AGT-018,4,2025-03-13 04:00:00,website
TKT-000357,2025-03-13 00:00:00,CUST-955096,stock_issue,Sample complaint description 357,low,closed,AGT-022,15,2025-03-13 15:00:00,phone
TKT-000497,2025-03-13 00:00:00,CUST-710347,error_pembayaran,Sample complaint description 497,high,closed,AGT-031,2,2025-03-13 02:00:00,apps
TKT-000926,2025-03-13 00:00:00,CUST-271813,stock_issue,Sample complaint description 926,low,closed,AGT-026,23,2025-03-13 23:00:00,phone
TKT-000935,2025-03-13 00:00:00,CUST-318355,lainnya,Sample complaint description 935,high,closed,AGT-020,5,2025-03-13 05:00:00,whatsapp
TKT-001332,2025-03-13 00:00:00,CUST-164432,slow_response,Sample complaint description 1332,medium,closed,AGT-043,11,2025-03-13 11:00:00,phone
TKT-001459,2025-03-13 00:00:00,CUST-328685,stok_tidak_akurat_apps,Sample complaint description 1459,low,closed,AGT-016,20,2025-03-13 20:00:00,phone
TKT-001485,2025-03-13 00:00:00,CUST-941037,CS_LAMBAT,Sample complaint description 1485,medium,closed,AGT-004,2,2025-03-13 02:00:00,whatsapp
TKT-001846,2025-03-13 00:00:00,CUST-917598,promo_tidak_berlaku,Sample complaint description 1846,low,closed,AGT-004,10,2025-03-13 10:00:00,phone
TKT-002156,2025-03-13 00:00:00,CUST-536309,stock_issue,Sample complaint description 2156,low,escalated,AGT-030,7,,website
TKT-002738,2025-03-13 00:00:00,CUST-576633,cs_lambat,Sample complaint description 2738,low,closed,AGT-025,20,2025-03-13 20:00:00,whatsapp
TKT-003721,2025-03-13 00:00:00,CUST-766634,slow_response,Sample complaint description 3721,medium,closed,AGT-024,12,2025-03-13 12:00:00,whatsapp
TKT-000253,2025-03-14 00:00:00,CUST-984139,pengiriman_lambat,Sample complaint description 253,medium,closed,AGT-012,23,2025-03-14 23:00:00,whatsapp
TKT-001798,2025-03-14 00:00:00,CUST-693963,stok_kosong_apps,Sample complaint description 1798,medium,closed,AGT-043,19,2025-03-14 19:00:00,whatsapp
TKT-002255,2025-03-14 00:00:00,CUST-629602,stok_tidak_akurat_apps,Sample complaint description 2255,low,escalated,AGT-025,18,,apps
TKT-003219,2025-03-14 00:00:00,CUST-949127,stock_issue,Sample complaint description 3219,low,escalated,AGT-027,15,,phone
TKT-000321,2025-03-15 00:00:00,CUST-624888,response_slow,Sample complaint description 321,low,closed,AGT-041,17,2025-03-15 17:00:00,phone
TKT-001582,2025-03-15 00:00:00,CUST-437767,error_pembayaran,Sample complaint description 1582,medium,closed,AGT-029,22,2025-03-15 22:00:00,whatsapp
TKT-002290,2025-03-15 00:00:00,CUST-891277,stock_issue,Sample complaint description 2290,low,closed,AGT-009,7,2025-03-15 07:00:00,website
TKT-002652,2025-03-15 00:00:00,CUST-684300,response_slow,Sample complaint description 2652,low,closed,AGT-010,22,2025-03-15 22:00:00,phone
TKT-003243,2025-03-15 00:00:00,CUST-135636,pengiriman_lambat,Sample complaint description 3243,low,closed,AGT-034,2,2025-03-15 02:00:00,phone
TKT-003551,2025-03-15 00:00:00,CUST-828132,stok_kosong_apps,Sample complaint description 3551,medium,closed,AGT-037,12,2025-03-15 12:00:00,whatsapp
TKT-003608,2025-03-15 00:00:00,CUST-725108,error_pembayaran,Sample complaint description 3608,medium,closed,AGT-016,9,2025-03-15 09:00:00,phone
TKT-004309,2025-03-15 00:00:00,CUST-881529,stok_kosong_apps,Sample complaint description 4309,low,escalated,AGT-010,18,,website
TKT-001895,2025-03-16 00:00:00,CUST-603296,stock_issue,Sample complaint description 1895,high,closed,AGT-024,10,2025-03-16 10:00:00,phone
TKT-002038,2025-03-16 00:00:00,CUST-676333,CS_LAMBAT,Sample complaint description 2038,low,closed,AGT-034,5,2025-03-16 05:00:00,whatsapp
TKT-003412,2025-03-16 00:00:00,CUST-530062,stok_kosong_apps,Sample complaint description 3412,high,pending,AGT-030,13,,website
TKT-003884,2025-03-16 00:00:00,CUST-671586,obat_salah,Sample complaint description 3884,medium,closed,AGT-026,8,2025-03-16 08:00:00,website
TKT-002714,2025-03-17 00:00:00,CUST-697951,aplikasi_crash,Sample complaint description 2714,low,closed,AGT-039,24,2025-03-18 00:00:00,website
TKT-002990,2025-03-17 00:00:00,CUST-599756,cs_lambat,Sample complaint description 2990,high,open,AGT-014,20,,website
TKT-003557,2025-03-17 00:00:00,CUST-898506,promo_tidak_berlaku,Sample complaint description 3557,medium,closed,AGT-009,7,2025-03-17 07:00:00,phone
TKT-004234,2025-03-17 00:00:00,CUST-431973,STOCK_INACCURATE,Sample complaint description 4234,low,closed,AGT-010,3,2025-03-17 03:00:00,whatsapp
TKT-004600,2025-03-17 00:00:00,CUST-183630,pengiriman_lambat,Sample complaint description 4600,medium,closed,AGT-043,19,2025-03-17 19:00:00,website
TKT-004781,2025-03-17 00:00:00,CUST-180441,stok_kosong_apps,Sample complaint description 4781,medium,closed,AGT-005,22,2025-03-17 22:00:00,apps
TKT-004964,2025-03-17 00:00:00,CUST-407084,aplikasi_crash,Sample complaint description 4964,low,open,AGT-001,7,,phone
TKT-000574,2025-03-18 00:00:00,CUST-373081,cs_lambat,Sample complaint description 574,low,closed,AGT-006,24,2025-03-19 00:00:00,apps
TKT-001877,2025-03-18 00:00:00,CUST-145062,cs_lambat,Sample complaint description 1877,medium,closed,AGT-012,3,2025-03-18 03:00:00,phone
TKT-002093,2025-03-18 00:00:00,CUST-593691,error_pembayaran,Sample complaint description 2093,medium,closed,AGT-011,3,2025-03-18 03:00:00,apps
TKT-003029,2025-03-18 00:00:00,CUST-933020,promo_tidak_berlaku,Sample complaint description 3029,low,pending,AGT-017,21,,website
TKT-003157,2025-03-18 00:00:00,CUST-114269,pengiriman_lambat,Sample complaint description 3157,low,closed,AGT-003,16,2025-03-18 16:00:00,apps
TKT-004057,2025-03-18 00:00:00,CUST-606029,aplikasi_crash,Sample complaint description 4057,low,closed,AGT-011,7,2025-03-18 07:00:00,whatsapp
TKT-000430,2025-03-19 00:00:00,CUST-738272,cs_lambat,Sample complaint description 430,low,closed,AGT-023,6,2025-03-19 06:00:00,apps
TKT-001145,2025-03-19 00:00:00,CUST-955258,cs_lambat,Sample complaint description 1145,low,closed,AGT-030,14,2025-03-19 14:00:00,apps
TKT-004916,2025-03-19 00:00:00,CUST-338130,error_pembayaran,Sample complaint description 4916,medium,closed,AGT-037,17,2025-03-19 17:00:00,phone
TKT-000127,2025-03-20 00:00:00,CUST-466429,promo_tidak_berlaku,Sample complaint description 127,medium,closed,AGT-041,4,2025-03-20 04:00:00,phone
TKT-001098,2025-03-20 00:00:00,CUST-931739,STOCK_INACCURATE,Sample complaint description 1098,low,closed,AGT-045,7,2025-03-20 07:00:00,website
TKT-002139,2025-03-20 00:00:00,CUST-634733,stock_issue,Sample complaint description 2139,medium,closed,AGT-004,5,2025-03-20 05:00:00,whatsapp
TKT-002994,2025-03-20 00:00:00,CUST-103104,stok_kosong_apps,Sample complaint description 2994,medium,closed,AGT-017,22,2025-03-20 22:00:00,whatsapp
TKT-003970,2025-03-20 00:00:00,CUST-210236,error_pembayaran,Sample complaint description 3970,medium,closed,AGT-020,16,2025-03-20 16:00:00,apps
TKT-004008,2025-03-20 00:00:00,CUST-147626,error_pembayaran,Sample complaint description 4008,low,closed,AGT-006,22,2025-03-20 22:00:00,phone
TKT-004248,2025-03-20 00:00:00,CUST-819283,pengiriman_lambat,Sample complaint description 4248,medium,closed,AGT-009,20,2025-03-20 20:00:00,website
TKT-004511,2025-03-20 00:00:00,CUST-265152,slow_response,Sample complaint description 4511,medium,escalated,AGT-020,13,,phone
TKT-004770,2025-03-20 00:00:00,CUST-874178,pengiriman_lambat,Sample complaint description 4770,medium,closed,AGT-022,6,2025-03-20 06:00:00,phone
TKT-000376,2025-03-21 00:00:00,CUST-182161,pengiriman_lambat,Sample complaint description 376,low,closed,AGT-009,9,2025-03-21 09:00:00,website
TKT-001618,2025-03-21 00:00:00,CUST-791132,stok_tidak_akurat_apps,Sample complaint description 1618,medium,closed,AGT-016,8,2025-03-21 08:00:00,phone
TKT-001770,2025-03-21 00:00:00,CUST-281591,stock_issue,Sample complaint description 1770,low,closed,AGT-001,11,2025-03-21 11:00:00,phone
TKT-003743,2025-03-21 00:00:00,CUST-744454,response_slow,Sample complaint description 3743,medium,closed,AGT-028,7,2025-03-21 07:00:00,whatsapp
TKT-000624,2025-03-22 00:00:00,CUST-256125,error_pembayaran,Sample complaint description 624,medium,closed,AGT-033,17,2025-03-22 17:00:00,whatsapp
TKT-000659,2025-03-22 00:00:00,CUST-905745,pengiriman_lambat,Sample complaint description 659,low,closed,AGT-012,4,2025-03-22 04:00:00,whatsapp
TKT-000941,2025-03-22 00:00:00,CUST-860860,cs_lambat,Sample complaint description 941,medium,pending,AGT-025,9,,apps
TKT-001242,2025-03-22 00:00:00,CUST-131428,slow_response,Sample complaint description 1242,medium,closed,AGT-027,12,2025-03-22 12:00:00,phone
TKT-002588,2025-03-22 00:00:00,CUST-430517,slow_response,Sample complaint description 2588,medium,closed,AGT-033,8,2025-03-22 08:00:00,whatsapp
TKT-002736,2025-03-22 00:00:00,CUST-666224,promo_tidak_berlaku,Sample complaint description 2736,medium,closed,AGT-004,7,2025-03-22 07:00:00,whatsapp
TKT-004393,2025-03-22 00:00:00,CUST-642070,STOCK_INACCURATE,Sample complaint description 4393,low,closed,AGT-020,16,2025-03-22 16:00:00,whatsapp
TKT-004446,2025-03-22 00:00:00,CUST-520096,lainnya,Sample complaint description 4446,medium,closed,AGT-036,22,2025-03-22 22:00:00,apps
TKT-004848,2025-03-22 00:00:00,CUST-627306,error_pembayaran,Sample complaint description 4848,low,escalated,AGT-041,6,,whatsapp
TKT-000899,2025-03-23 00:00:00,CUST-768173,lainnya,Sample complaint description 899,medium,closed,AGT-016,2,2025-03-23 02:00:00,website
TKT-001990,2025-03-23 00:00:00,CUST-994773,aplikasi_crash,Sample complaint description 1990,low,closed,AGT-033,21,2025-03-23 21:00:00,phone
TKT-002463,2025-03-23 00:00:00,CUST-723545,CS_LAMBAT,Sample complaint description 2463,medium,closed,AGT-008,16,2025-03-23 16:00:00,website
TKT-002735,2025-03-23 00:00:00,CUST-631293,pengiriman_lambat,Sample complaint description 2735,high,escalated,AGT-001,7,,website
TKT-003786,2025-03-23 00:00:00,CUST-951100,pengiriman_lambat,Sample complaint description 3786,low,closed,AGT-045,12,2025-03-23 12:00:00,website
TKT-000687,2025-03-24 00:00:00,CUST-677571,STOCK_INACCURATE,Sample complaint description 687,medium,closed,AGT-020,19,2025-03-24 19:00:00,website
TKT-002385,2025-03-24 00:00:00,CUST-593789,STOCK_INACCURATE,Sample complaint description 2385,low,pending,AGT-018,11,,phone
TKT-002479,2025-03-24 00:00:00,CUST-581583,CS_LAMBAT,Sample complaint description 2479,medium,closed,AGT-037,17,2025-03-24 17:00:00,phone
TKT-004174,2025-03-24 00:00:00,CUST-620642,stok_kosong_apps,Sample complaint description 4174,low,closed,AGT-029,18,2025-03-24 18:00:00,whatsapp
TKT-000338,2025-03-25 00:00:00,CUST-327188,promo_tidak_berlaku,Sample complaint description 338,low,closed,AGT-032,3,2025-03-25 03:00:00,apps
TKT-001032,2025-03-25 00:00:00,CUST-548712,error_pembayaran,Sample complaint description 1032,medium,closed,AGT-014,8,2025-03-25 08:00:00,website
TKT-001160,2025-03-25 00:00:00,CUST-551640,STOCK_INACCURATE,Sample complaint description 1160,medium,closed,AGT-022,15,2025-03-25 15:00:00,whatsapp
TKT-001512,2025-03-25 00:00:00,CUST-487257,lainnya,Sample complaint description 1512,high,closed,AGT-026,15,2025-03-25 15:00:00,apps
TKT-001586,2025-03-25 00:00:00,CUST-909335,cs_lambat,Sample complaint description 1586,medium,escalated,AGT-010,4,,apps
TKT-001757,2025-03-25 00:00:00,CUST-179648,STOCK_INACCURATE,Sample complaint description 1757,medium,closed,AGT-035,9,2025-03-25 09:00:00,website
TKT-003431,2025-03-25 00:00:00,CUST-806867,aplikasi_crash,Sample complaint description 3431,low,closed,AGT-040,23,2025-03-25 23:00:00,apps
TKT-003469,2025-03-25 00:00:00,CUST-998730,STOCK_INACCURATE,Sample complaint description 3469,medium,pending,AGT-041,20,,phone
TKT-003663,2025-03-25 00:00:00,CUST-573061,pengiriman_lambat,Sample complaint description 3663,medium,closed,AGT-024,16,2025-03-25 16:00:00,website
TKT-004783,2025-03-25 00:00:00,CUST-152846,stok_kosong_apps,Sample complaint description 4783,low,closed,AGT-041,4,2025-03-25 04:00:00,phone
TKT-000108,2025-03-26 00:00:00,CUST-510650,pengiriman_lambat,Sample complaint description 108,low,closed,AGT-021,21,2025-03-26 21:00:00,website
TKT-001320,2025-03-27 00:00:00,CUST-136361,stock_issue,Sample complaint description 1320,medium,closed,AGT-021,5,2025-03-27 05:00:00,apps
TKT-001807,2025-03-27 00:00:00,CUST-928615,promo_tidak_berlaku,Sample complaint description 1807,low,closed,AGT-023,5,2025-03-27 05:00:00,whatsapp
TKT-002605,2025-03-27 00:00:00,CUST-387305,error_pembayaran,Sample complaint description 2605,high,closed,AGT-001,9,2025-03-27 09:00:00,apps
TKT-002436,2025-03-28 00:00:00,CUST-124488,stok_tidak_akurat_apps,Sample complaint description 2436,medium,closed,AGT-029,14,2025-03-28 14:00:00,phone
TKT-004151,2025-03-28 00:00:00,CUST-864971,obat_salah,Sample complaint description 4151,medium,closed,AGT-013,3,2025-03-28 03:00:00,apps
TKT-004396,2025-03-28 00:00:00,CUST-193365,promo_tidak_berlaku,Sample complaint description 4396,low,closed,AGT-043,3,2025-03-28 03:00:00,apps
TKT-000363,2025-03-29 00:00:00,CUST-160557,obat_salah,Sample complaint description 363,high,closed,AGT-017,13,2025-03-29 13:00:00,phone
TKT-000459,2025-03-29 00:00:00,CUST-404975,aplikasi_crash,Sample complaint description 459,medium,closed,AGT-024,8,2025-03-29 08:00:00,whatsapp
TKT-001413,2025-03-29 00:00:00,CUST-775448,promo_tidak_berlaku,Sample complaint description 1413,medium,closed,AGT-023,20,2025-03-29 20:00:00,whatsapp
TKT-001522,2025-03-29 00:00:00,CUST-868115,pengiriman_lambat,Sample complaint description 1522,low,closed,AGT-041,23,2025-03-29 23:00:00,whatsapp
TKT-002924,2025-03-29 00:00:00,CUST-833037,obat_salah,Sample complaint description 2924,medium,closed,AGT-013,20,2025-03-29 20:00:00,apps
TKT-003215,2025-03-29 00:00:00,CUST-842641,error_pembayaran,Sample complaint description 3215,medium,closed,AGT-004,9,2025-03-29 09:00:00,website
TKT-004291,2025-03-29 00:00:00,CUST-268703,promo_tidak_berlaku,Sample complaint description 4291,low,closed,AGT-017,4,2025-03-29 04:00:00,whatsapp
TKT-002307,2025-03-30 00:00:00,CUST-678995,aplikasi_crash,Sample complaint description 2307,high,closed,AGT-028,14,2025-03-30 14:00:00,phone
TKT-002890,2025-03-30 00:00:00,CUST-989164,slow_response,Sample complaint description 2890,low,closed,AGT-006,11,2025-03-30 11:00:00,whatsapp
TKT-003045,2025-03-30 00:00:00,CUST-615803,obat_salah,Sample complaint description 3045,low,closed,AGT-014,6,2025-03-30 06:00:00,whatsapp
TKT-003104,2025-03-30 00:00:00,CUST-873372,STOCK_INACCURATE,Sample complaint description 3104,medium,open,AGT-001,11,,phone
TKT-003905,2025-03-30 00:00:00,CUST-832205,error_pembayaran,Sample complaint description 3905,high,closed,AGT-021,12,2025-03-30 12:00:00,apps
TKT-004107,2025-03-30 00:00:00,CUST-225547,error_pembayaran,Sample complaint description 4107,high,closed,AGT-017,14,2025-03-30 14:00:00,phone
TKT-004159,2025-03-30 00:00:00,CUST-219915,obat_salah,Sample complaint description 4159,low,closed,AGT-022,4,2025-03-30 04:00:00,website
TKT-004255,2025-03-30 00:00:00,CUST-974125,stock_issue,Sample complaint description 4255,high,pending,AGT-011,6,,apps
TKT-004629,2025-03-30 00:00:00,CUST-154071,aplikasi_crash,Sample complaint description 4629,medium,closed,AGT-034,5,2025-03-30 05:00:00,phone
TKT-000202,2025-03-31 00:00:00,CUST-185624,cs_lambat,Sample complaint description 202,low,closed,AGT-044,21,2025-03-31 21:00:00,phone
TKT-001069,2025-03-31 00:00:00,CUST-572867,aplikasi_crash,Sample complaint description 1069,low,pending,AGT-011,12,,website
TKT-001914,2025-03-31 00:00:00,CUST-847284,aplikasi_crash,Sample complaint description 1914,medium,closed,AGT-035,10,2025-03-31 10:00:00,apps
TKT-001999,2025-03-31 00:00:00,CUST-954698,STOCK_INACCURATE,Sample complaint description 1999,medium,closed,AGT-020,24,2025-04-01 00:00:00,phone
TKT-002394,2025-03-31 00:00:00,CUST-983460,CS_LAMBAT,Sample complaint description 2394,medium,closed,AGT-017,12,2025-03-31 12:00:00,phone
TKT-003378,2025-03-31 00:00:00,CUST-601743,stok_kosong_apps,Sample complaint description 3378,low,closed,AGT-023,16,2025-03-31 16:00:00,phone
TKT-003671,2025-03-31 00:00:00,CUST-576359,response_slow,Sample complaint description 3671,low,closed,AGT-003,17,2025-03-31 17:00:00,website
TKT-003731,2025-03-31 00:00:00,CUST-259384,error_pembayaran,Sample complaint description 3731,high,closed,AGT-039,3,2025-03-31 03:00:00,apps
TKT-000508,2025-04-01 00:00:00,CUST-988234,error_pembayaran,Sample complaint description 508,medium,closed,AGT-001,5,2025-04-01 05:00:00,apps
TKT-000796,2025-04-01 00:00:00,CUST-795359,CS_LAMBAT,Sample complaint description 796,medium,pending,AGT-012,11,,whatsapp
TKT-003240,2025-04-01 00:00:00,CUST-857198,stock_issue,Sample complaint description 3240,high,closed,AGT-042,17,2025-04-01 17:00:00,whatsapp
TKT-003429,2025-04-01 00:00:00,CUST-937701,error_pembayaran,Sample complaint description 3429,low,closed,AGT-020,23,2025-04-01 23:00:00,phone
TKT-004060,2025-04-01 00:00:00,CUST-388287,obat_salah,Sample complaint description 4060,medium,closed,AGT-007,24,2025-04-02 00:00:00,phone
TKT-004238,2025-04-01 00:00:00,CUST-893010,promo_tidak_berlaku,Sample complaint description 4238,low,closed,AGT-037,20,2025-04-01 20:00:00,phone
TKT-001443,2025-04-02 00:00:00,CUST-845406,STOCK_INACCURATE,Sample complaint description 1443,low,closed,AGT-040,5,2025-04-02 05:00:00,apps
TKT-003263,2025-04-02 00:00:00,CUST-636921,obat_salah,Sample complaint description 3263,low,closed,AGT-006,3,2025-04-02 03:00:00,website
TKT-004714,2025-04-02 00:00:00,CUST-476316,stok_tidak_akurat_apps,Sample complaint description 4714,low,closed,AGT-040,2,2025-04-02 02:00:00,apps
TKT-002443,2025-04-03 00:00:00,CUST-849321,error_pembayaran,Sample complaint description 2443,low,escalated,AGT-031,3,,whatsapp
TKT-002834,2025-04-03 00:00:00,CUST-897604,obat_salah,Sample complaint description 2834,low,open,AGT-021,6,,whatsapp
TKT-003210,2025-04-03 00:00:00,CUST-639163,promo_tidak_berlaku,Sample complaint description 3210,low,closed,AGT-030,8,2025-04-03 08:00:00,phone
TKT-004225,2025-04-03 00:00:00,CUST-363727,error_pembayaran,Sample complaint description 4225,low,closed,AGT-036,14,2025-04-03 14:00:00,whatsapp
TKT-004996,2025-04-03 00:00:00,CUST-743001,obat_salah,Sample complaint description 4996,low,closed,AGT-006,6,2025-04-03 06:00:00,apps
TKT-000281,2025-04-04 00:00:00,CUST-959861,stock_issue,Sample complaint description 281,medium,closed,AGT-019,2,2025-04-04 02:00:00,apps
TKT-000398,2025-04-04 00:00:00,CUST-639214,aplikasi_crash,Sample complaint description 398,low,closed,AGT-018,7,2025-04-04 07:00:00,whatsapp
TKT-001318,2025-04-04 00:00:00,CUST-575220,STOCK_INACCURATE,Sample complaint description 1318,medium,closed,AGT-018,2,2025-04-04 02:00:00,website
TKT-002770,2025-04-04 00:00:00,CUST-624652,STOCK_INACCURATE,Sample complaint description 2770,high,closed,AGT-001,13,2025-04-04 13:00:00,phone
TKT-002931,2025-04-04 00:00:00,CUST-681672,stok_kosong_apps,Sample complaint description 2931,low,closed,AGT-030,21,2025-04-04 21:00:00,phone
TKT-003248,2025-04-04 00:00:00,CUST-654777,promo_tidak_berlaku,Sample complaint description 3248,high,closed,AGT-044,7,2025-04-04 07:00:00,phone
TKT-003692,2025-04-04 00:00:00,CUST-145786,promo_tidak_berlaku,Sample complaint description 3692,medium,closed,AGT-020,18,2025-04-04 18:00:00,whatsapp
TKT-003713,2025-04-04 00:00:00,CUST-273728,stok_tidak_akurat_apps,Sample complaint description 3713,high,closed,AGT-024,12,2025-04-04 12:00:00,website
TKT-004021,2025-04-04 00:00:00,CUST-461487,slow_response,Sample complaint description 4021,high,closed,AGT-014,18,2025-04-04 18:00:00,apps
TKT-000176,2025-04-05 00:00:00,CUST-414175,stok_tidak_akurat_apps,Sample complaint description 176,low,closed,AGT-011,9,2025-04-05 09:00:00,website
TKT-001679,2025-04-05 00:00:00,CUST-153296,stok_kosong_apps,Sample complaint description 1679,medium,closed,AGT-024,23,2025-04-05 23:00:00,website
TKT-002204,2025-04-05 00:00:00,CUST-438227,promo_tidak_berlaku,Sample complaint description 2204,low,open,AGT-042,9,,whatsapp
TKT-002375,2025-04-05 00:00:00,CUST-896594,promo_tidak_berlaku,Sample complaint description 2375,medium,closed,AGT-003,19,2025-04-05 19:00:00,apps
TKT-003703,2025-04-05 00:00:00,CUST-802187,aplikasi_crash,Sample complaint description 3703,low,closed,AGT-003,7,2025-04-05 07:00:00,apps
TKT-004240,2025-04-05 00:00:00,CUST-324995,stok_tidak_akurat_apps,Sample complaint description 4240,medium,closed,AGT-027,7,2025-04-05 07:00:00,whatsapp
TKT-004406,2025-04-05 00:00:00,CUST-491175,promo_tidak_berlaku,Sample complaint description 4406,medium,closed,AGT-002,12,2025-04-05 12:00:00,phone
TKT-000099,2025-04-06 00:00:00,CUST-631558,aplikasi_crash,Sample complaint description 99,low,closed,AGT-009,12,2025-04-06 12:00:00,whatsapp
TKT-000483,2025-04-06 00:00:00,CUST-460907,slow_response,Sample complaint description 483,low,closed,AGT-044,22,2025-04-06 22:00:00,phone
TKT-004458,2025-04-06 00:00:00,CUST-727168,error_pembayaran,Sample complaint description 4458,medium,closed,AGT-017,15,2025-04-06 15:00:00,apps
TKT-004741,2025-04-06 00:00:00,CUST-230662,stok_tidak_akurat_apps,Sample complaint description 4741,medium,closed,AGT-001,15,2025-04-06 15:00:00,whatsapp
TKT-004782,2025-04-06 00:00:00,CUST-706986,stock_issue,Sample complaint description 4782,low,closed,AGT-034,2,2025-04-06 02:00:00,whatsapp
TKT-004792,2025-04-06 00:00:00,CUST-398803,slow_response,Sample complaint description 4792,high,closed,AGT-044,13,2025-04-06 13:00:00,apps
TKT-000722,2025-04-07 00:00:00,CUST-428098,stock_issue,Sample complaint description 722,low,closed,AGT-037,10,2025-04-07 10:00:00,apps
TKT-001087,2025-04-07 00:00:00,CUST-174568,aplikasi_crash,Sample complaint description 1087,low,closed,AGT-040,14,2025-04-07 14:00:00,phone
TKT-001293,2025-04-07 00:00:00,CUST-565664,promo_tidak_berlaku,Sample complaint description 1293,medium,closed,AGT-044,2,2025-04-07 02:00:00,whatsapp
TKT-002546,2025-04-07 00:00:00,CUST-506811,aplikasi_crash,Sample complaint description 2546,low,closed,AGT-004,9,2025-04-07 09:00:00,apps
TKT-002567,2025-04-07 00:00:00,CUST-231766,pengiriman_lambat,Sample complaint description 2567,low,escalated,AGT-036,6,,phone
TKT-003102,2025-04-07 00:00:00,CUST-316333,pengiriman_lambat,Sample complaint description 3102,high,closed,AGT-023,24,2025-04-08 00:00:00,apps
TKT-004394,2025-04-07 00:00:00,CUST-933523,aplikasi_crash,Sample complaint description 4394,low,closed,AGT-007,8,2025-04-07 08:00:00,whatsapp
TKT-004762,2025-04-07 00:00:00,CUST-358502,obat_salah,Sample complaint description 4762,high,open,AGT-030,23,,website
TKT-000816,2025-04-08 00:00:00,CUST-410769,pengiriman_lambat,Sample complaint description 816,high,closed,AGT-036,11,2025-04-08 11:00:00,phone
TKT-001599,2025-04-08 00:00:00,CUST-543844,stock_issue,Sample complaint description 1599,low,closed,AGT-027,13,2025-04-08 13:00:00,website
